striker,phase,season,runs,balls,strike_rate
N Wadhera,Death,2024,22,13,169.23
N Wadhera,Death,2025,34,21,161.9
N Wadhera,Death,2026,21,14,150.0
N Wadhera,Middle,2023,144,105,137.14
N Wadhera,Middle,2024,86,68,126.47
N Wadhera,Middle,2025,302,206,146.6
N Wadhera,Middle,2026,44,39,112.82
N Wadhera,Powerplay,2023,20,18,111.11
N Wadhera,Powerplay,2025,32,24,133.33
NA Saini,Death,2021,26,25,104.0
ND Doshi,Death,2011,0,13,0.0
NJ Maddinson,Powerplay,2014,16,14,114.29
NL McCullum,Death,2011,20,17,117.65
NLTC Perera,Death,2013,146,98,148.98
NLTC Perera,Death,2016,114,64,178.12
NLTC Perera,Middle,2011,8,13,61.54
NLTC Perera,Middle,2013,82,60,136.67
NLTC Perera,Middle,2015,12,15,80.0
NLTC Perera,Middle,2016,35,28,125.0
NLTC Perera,Powerplay,2011,14,10,140.0
NM Coulter-Nile,Death,2015,16,10,160.0
NM Coulter-Nile,Death,2017,14,12,116.67
NM Coulter-Nile,Death,2021,29,20,145.0
NS Naik,Death,2016,12,19,63.16
NS Naik,Middle,2016,11,12,91.67
NS Naik,Powerplay,2019,7,16,43.75
NT Ellis,Death,2021,18,16,112.5
NV Ojha,Death,2010,46,25,184.0
NV Ojha,Death,2011,35,19,184.21
NV Ojha,Death,2012,56,43,130.23
NV Ojha,Death,2014,89,51,174.51
NV Ojha,Death,2015,50,31,161.29
NV Ojha,Death,2016,70,66,106.06
NV Ojha,Death,2017,44,44,100.0
NV Ojha,Middle,2009,79,57,138.6
NV Ojha,Middle,2010,122,92,132.61
NV Ojha,Middle,2011,33,42,78.57
NV Ojha,Middle,2012,118,88,134.09
NV Ojha,Middle,2014,103,78,132.05
NV Ojha,Middle,2015,87,86,101.16
NV Ojha,Middle,2016,59,62,95.16
NV Ojha,Middle,2017,35,21,166.67
NV Ojha,Powerplay,2009,76,79,96.2
NV Ojha,Powerplay,2010,208,166,125.3
NV Ojha,Powerplay,2011,92,100,92.0
NV Ojha,Powerplay,2012,77,92,83.7
NV Ojha,Powerplay,2014,34,31,109.68
NV Ojha,Powerplay,2016,7,10,70.0
Naman Dhir,Death,2024,57,24,237.5
Naman Dhir,Death,2025,190,97,195.88
Naman Dhir,Death,2026,49,31,158.06
Naman Dhir,Middle,2024,45,19,236.84
Naman Dhir,Middle,2025,27,26,103.85
Naman Dhir,Middle,2026,177,119,148.74
Naman Dhir,Powerplay,2024,38,35,108.57
Naman Dhir,Powerplay,2025,35,15,233.33
Naman Dhir,Powerplay,2026,92,66,139.39
Naveen-ul-Haq,Death,2023,15,15,100.0
Niraj Patel,Death,2008,37,22,168.18
Niraj Patel,Middle,2008,31,25,124.0
Niraj Patel,Middle,2009,8,17,47.06
Niraj Patel,Powerplay,2008,35,34,102.94
Niraj Patel,Powerplay,2009,10,21,47.62
Nithish Kumar Reddy,Death,2024,53,30,176.67
Nithish Kumar Reddy,Death,2025,46,26,176.92
Nithish Kumar Reddy,Death,2026,136,63,215.87
Nithish Kumar Reddy,Middle,2024,213,142,150.0
Nithish Kumar Reddy,Middle,2025,101,92,109.78
Nithish Kumar Reddy,Middle,2026,162,103,157.28
Nithish Kumar Reddy,Powerplay,2024,37,40,92.5
Nithish Kumar Reddy,Powerplay,2025,34,34,100.0
Nithish Kumar Reddy,Powerplay,2026,4,10,40.0
Noor Ahmad,Death,2025,7,17,41.18
Noor Ahmad,Middle,2026,2,14,14.29
OA Shah,Death,2010,68,48,141.67
OA Shah,Death,2011,26,15,173.33
OA Shah,Death,2012,160,93,172.04
OA Shah,Death,2013,15,15,100.0
OA Shah,Middle,2010,42,42,100.0
OA Shah,Middle,2012,161,149,108.05
OA Shah,Powerplay,2012,18,13,138.46
OF Smith,Death,2022,48,35,137.14
P Dogra,Death,2010,57,40,142.5
P Dogra,Death,2012,11,14,78.57
P Dogra,Middle,2010,50,66,75.76
P Dogra,Middle,2012,4,10,40.0
P Dubey,Death,2021,7,13,53.85
P Dubey,Middle,2023,13,16,81.25
P Kumar,Death,2008,73,57,128.07
P Kumar,Death,2009,65,43,151.16
P Kumar,Death,2011,27,31,87.1
P Kumar,Death,2012,35,29,120.69
P Kumar,Death,2013,45,38,118.42
P Kumar,Death,2015,12,22,54.55
P Kumar,Death,2016,23,22,104.55
P Kumar,Middle,2008,33,36,91.67
P Negi,Death,2012,26,18,144.44
P Negi,Death,2015,103,65,158.46
P Negi,Death,2016,32,26,123.08
P Negi,Death,2017,90,62,145.16
P Negi,Middle,2012,10,11,90.91
P Negi,Middle,2016,25,30,83.33
P Negi,Middle,2017,54,49,110.2
P Nissanka,Middle,2026,43,36,119.44
P Nissanka,Powerplay,2026,234,137,170.8
P Ray Barman,Middle,2019,19,23,82.61
P Sahu,Death,2016,19,13,146.15
P Simran Singh,Death,2019,15,11,136.36
P Simran Singh,Death,2023,34,16,212.5
P Simran Singh,Middle,2023,105,68,154.41
P Simran Singh,Middle,2024,98,65,150.77
P Simran Singh,Middle,2025,201,119,168.91
P Simran Singh,Middle,2026,229,133,172.18
P Simran Singh,Powerplay,2021,30,31,96.77
P Simran Singh,Powerplay,2022,14,11,127.27
P Simran Singh,Powerplay,2023,219,154,142.21
P Simran Singh,Powerplay,2024,230,147,156.46
P Simran Singh,Powerplay,2025,372,240,155.0
P Simran Singh,Powerplay,2026,270,166,162.65
PA Patel,Death,2010,10,10,100.0
PA Patel,Death,2012,14,14,100.0
PA Patel,Death,2019,22,17,129.41
PA Patel,Middle,2008,103,97,106.19
PA Patel,Middle,2009,14,16,87.5
PA Patel,Middle,2010,33,27,122.22
PA Patel,Middle,2011,116,97,119.59
PA Patel,Middle,2012,70,56,125.0
PA Patel,Middle,2013,67,77,87.01
PA Patel,Middle,2014,56,51,109.8
PA Patel,Middle,2015,108,70,154.29
PA Patel,Middle,2016,72,48,150.0
PA Patel,Middle,2017,87,80,108.75
PA Patel,Middle,2018,35,31,112.9
PA Patel,Middle,2019,85,68,125.0
PA Patel,Powerplay,2008,194,198,97.98
PA Patel,Powerplay,2009,128,110,116.36
PA Patel,Powerplay,2010,29,42,69.05
PA Patel,Powerplay,2011,84,78,107.69
PA Patel,Powerplay,2012,109,94,115.96
PA Patel,Powerplay,2013,210,170,123.53
PA Patel,Powerplay,2014,130,126,103.17
PA Patel,Powerplay,2015,231,176,131.25
PA Patel,Powerplay,2016,94,96,97.92
PA Patel,Powerplay,2017,308,213,144.6
PA Patel,Powerplay,2018,118,78,151.28
PA Patel,Powerplay,2019,265,180,147.22
PA Reddy,Middle,2012,21,23,91.3
PA Reddy,Middle,2013,25,28,89.29
PA Reddy,Powerplay,2012,37,31,119.35
PA Reddy,Powerplay,2013,66,73,90.41
PBB Rajapaksa,Middle,2022,145,94,154.26
PBB Rajapaksa,Middle,2023,48,40,120.0
PBB Rajapaksa,Powerplay,2022,56,29,193.1
PBB Rajapaksa,Powerplay,2023,21,19,110.53
PC Valthaty,Death,2011,46,22,209.09
PC Valthaty,Middle,2011,143,106,134.91
PC Valthaty,Middle,2013,4,11,36.36
PC Valthaty,Powerplay,2009,6,11,54.55
PC Valthaty,Powerplay,2011,268,206,130.1
PC Valthaty,Powerplay,2012,30,51,58.82
PD Collingwood,Death,2010,81,45,180.0
PD Collingwood,Middle,2010,96,92,104.35
PD Collingwood,Powerplay,2010,26,19,136.84
PD Salt,Death,2023,30,16,187.5
PD Salt,Middle,2023,80,46,173.91
PD Salt,Middle,2024,133,74,179.73
PD Salt,Middle,2025,85,47,180.85
PD Salt,Middle,2026,84,45,186.67
PD Salt,Powerplay,2023,108,71,152.11
PD Salt,Powerplay,2024,296,158,187.34
PD Salt,Powerplay,2025,314,180,174.44
PD Salt,Powerplay,2026,118,75,157.33
PHKD Mendis,Death,2025,25,24,104.17
PHKD Mendis,Middle,2025,61,35,174.29
PJ Cummins,Death,2017,59,38,155.26
PJ Cummins,Death,2021,181,109,166.06
PJ Cummins,Death,2022,35,13,269.23
PJ Cummins,Death,2024,90,70,128.57
PJ Cummins,Death,2025,81,37,218.92
PJ Cummins,Middle,2017,18,14,128.57
PJ Cummins,Middle,2021,58,61,95.08
PJ Cummins,Middle,2022,26,10,260.0
PJ Cummins,Middle,2024,43,24,179.17
PJ Cummins,Middle,2025,16,21,76.19
PJ Cummins,Middle,2026,20,11,181.82
PJ Sangwan,Death,2009,6,10,60.0
PK Garg,Death,2021,60,36,166.67
PK Garg,Middle,2021,124,130,95.38
PK Garg,Middle,2022,22,13,169.23
PK Garg,Powerplay,2021,17,17,100.0
PK Garg,Powerplay,2022,24,20,120.0
PK Garg,Powerplay,2023,10,13,76.92
PN Mankad,Death,2023,14,10,140.0
PN Mankad,Middle,2023,34,24,141.67
PN Mankad,Powerplay,2023,45,37,121.62
PP Chawla,Death,2008,77,43,179.07
PP Chawla,Death,2009,25,30,83.33
PP Chawla,Death,2010,54,48,112.5
PP Chawla,Death,2011,33,29,113.79
PP Chawla,Death,2012,78,60,130.0
PP Chawla,Death,2013,34,33,103.03
PP Chawla,Death,2014,31,17,182.35
PP Chawla,Death,2015,32,28,114.29
PP Chawla,Death,2018,16,19,84.21
PP Chawla,Death,2019,34,26,130.77
PP Chawla,Death,2023,17,17,100.0
PP Chawla,Middle,2008,12,15,80.0
PP Chawla,Middle,2010,8,11,72.73
PP Chawla,Middle,2011,15,26,57.69
PP Chawla,Middle,2012,28,28,100.0
PP Chawla,Middle,2013,30,24,125.0
PP Chawla,Middle,2015,22,19,115.79
PP Chawla,Middle,2018,11,15,73.33
PP Chawla,Middle,2019,8,11,72.73
PP Chawla,Powerplay,2016,15,13,115.38
PP Ojha,Death,2012,4,13,30.77
PP Shaw,Death,2019,30,19,157.89
PP Shaw,Middle,2018,63,42,150.0
PP Shaw,Middle,2019,102,72,141.67
PP Shaw,Middle,2021,198,134,147.76
PP Shaw,Middle,2022,66,40,165.0
PP Shaw,Middle,2023,28,20,140.0
PP Shaw,Middle,2024,58,33,175.76
PP Shaw,Powerplay,2018,182,118,154.24
PP Shaw,Powerplay,2019,220,172,127.91
PP Shaw,Powerplay,2021,509,331,153.78
PP Shaw,Powerplay,2022,217,144,150.69
PP Shaw,Powerplay,2023,77,64,120.31
PP Shaw,Powerplay,2024,140,88,159.09
PR Shah,Death,2008,14,11,127.27
PR Shah,Middle,2008,19,22,86.36
PR Shah,Middle,2009,11,12,91.67
PR Shah,Powerplay,2009,30,30,100.0
PR Veer,Death,2026,47,39,120.51
PR Veer,Middle,2026,43,28,153.57
PSP Handscomb,Middle,2016,6,12,50.0
PV Tambe,Death,2016,1,10,10.0
PVD Chameera,Death,2022,43,28,153.57
PVD Chameera,Death,2025,9,13,69.23
PWH de Silva,Death,2022,21,20,105.0
PWH de Silva,Death,2023,33,28,117.86
PWH de Silva,Middle,2022,17,23,73.91
PWH de Silva,Middle,2025,8,11,72.73
Prince Yadav,Death,2025,5,10,50.0
Priyansh Arya,Middle,2025,161,81,198.77
Priyansh Arya,Middle,2026,70,35,200.0
Priyansh Arya,Powerplay,2025,384,217,176.96
Priyansh Arya,Powerplay,2026,294,136,216.18
Q de Kock,Death,2016,27,14,192.86
Q de Kock,Death,2019,45,26,173.08
Q de Kock,Death,2021,14,12,116.67
Q de Kock,Death,2022,81,28,289.29
Q de Kock,Death,2025,24,11,218.18
Q de Kock,Death,2026,30,13,230.77
Q de Kock,Middle,2014,37,30,123.33
Q de Kock,Middle,2015,44,27,162.96
Q de Kock,Middle,2016,175,129,135.66
Q de Kock,Middle,2018,71,55,129.09
Q de Kock,Middle,2019,165,135,122.22
Q de Kock,Middle,2021,304,234,129.91
Q de Kock,Middle,2022,164,124,132.26
Q de Kock,Middle,2023,64,49,130.61
Q de Kock,Middle,2024,101,74,136.49
Q de Kock,Middle,2025,40,29,137.93
Q de Kock,Middle,2026,67,36,186.11
Q de Kock,Powerplay,2013,6,15,40.0
Q de Kock,Powerplay,2014,116,100,116.0
Q de Kock,Powerplay,2015,78,50,156.0
Q de Kock,Powerplay,2016,242,183,132.24
Q de Kock,Powerplay,2018,130,107,121.5
Q de Kock,Powerplay,2019,319,235,135.74
Q de Kock,Powerplay,2021,484,370,130.81
Q de Kock,Powerplay,2022,257,188,136.7
Q de Kock,Powerplay,2023,70,48,145.83
Q de Kock,Powerplay,2024,139,104,133.65
Q de Kock,Powerplay,2025,88,76,115.79
Q de Kock,Powerplay,2026,35,32,109.38
R Ashwin,Death,2009,8,13,61.54
R Ashwin,Death,2010,24,27,88.89
R Ashwin,Death,2012,18,15,120.0
R Ashwin,Death,2013,18,19,94.74
R Ashwin,Death,2014,23,20,115.0
R Ashwin,Death,2015,52,32,162.5
R Ashwin,Death,2016,12,13,92.31
R Ashwin,Death,2018,79,51,154.9
R Ashwin,Death,2019,36,22,163.64
R Ashwin,Death,2021,74,63,117.46
R Ashwin,Death,2022,89,48,185.42
R Ashwin,Death,2023,35,19,184.21
R Ashwin,Middle,2010,6,13,46.15
R Ashwin,Middle,2013,5,12,41.67
R Ashwin,Middle,2014,22,25,88.0
R Ashwin,Middle,2016,29,19,152.63
R Ashwin,Middle,2018,23,18,127.78
R Ashwin,Middle,2021,7,13,53.85
R Ashwin,Middle,2022,55,56,98.21
R Ashwin,Middle,2023,32,28,114.29
R Ashwin,Middle,2024,81,68,119.12
R Ashwin,Middle,2025,13,16,81.25
R Ashwin,Powerplay,2013,12,18,66.67
R Ashwin,Powerplay,2022,46,30,153.33
R Ashwin,Powerplay,2025,20,12,166.67
R Bhatia,Death,2008,29,18,161.11
R Bhatia,Death,2009,7,16,43.75
R Bhatia,Death,2010,23,12,191.67
R Bhatia,Death,2011,25,22,113.64
R Bhatia,Death,2012,20,11,181.82
R Bhatia,Death,2013,71,43,165.12
R Bhatia,Death,2014,42,29,144.83
R Bhatia,Death,2016,34,20,170.0
R Bhatia,Middle,2008,5,10,50.0
R Bhatia,Middle,2012,15,17,88.24
R Bhatia,Middle,2013,28,37,75.68
R Bhatia,Middle,2014,25,24,104.17
R Bhatia,Middle,2017,16,17,94.12
R Bishnoi,Powerplay,2009,18,14,128.57
R Dhawan,Death,2013,10,12,83.33
R Dhawan,Death,2014,62,54,114.81
R Dhawan,Death,2015,34,28,121.43
R Dhawan,Death,2022,33,22,150.0
R Dhawan,Death,2023,15,10,150.0
R Dhawan,Middle,2014,20,21,95.24
R Dhawan,Middle,2022,4,18,22.22
R Dravid,Death,2008,113,58,194.83
R Dravid,Death,2009,33,23,143.48
R Dravid,Death,2010,15,10,150.0
R Dravid,Death,2012,15,11,136.36
R Dravid,Death,2013,21,14,150.0
R Dravid,Middle,2008,220,193,113.99
R Dravid,Middle,2009,194,174,111.49
R Dravid,Middle,2010,147,110,133.64
R Dravid,Middle,2011,165,129,127.91
R Dravid,Middle,2012,124,136,91.18
R Dravid,Middle,2013,218,188,115.96
R Dravid,Powerplay,2008,37,46,80.43
R Dravid,Powerplay,2009,44,37,118.92
R Dravid,Powerplay,2010,94,79,118.99
R Dravid,Powerplay,2011,175,180,97.22
R Dravid,Powerplay,2012,323,265,121.89
R Dravid,Powerplay,2013,232,222,104.5
R McLaren,Death,2010,24,20,120.0
R McLaren,Death,2011,43,35,122.86
R McLaren,Middle,2010,30,31,96.77
R McLaren,Middle,2011,47,61,77.05
R McLaren,Powerplay,2010,12,18,66.67
R Minz,Middle,2025,6,15,40.0
R Parag,Death,2019,70,39,179.49
R Parag,Death,2021,105,69,152.17
R Parag,Death,2022,133,93,143.01
R Parag,Death,2023,34,24,141.67
R Parag,Death,2024,141,76,185.53
R Parag,Death,2025,73,42,173.81
R Parag,Death,2026,14,10,140.0
R Parag,Middle,2019,90,83,108.43
R Parag,Middle,2021,74,83,89.16
R Parag,Middle,2022,50,39,128.21
R Parag,Middle,2023,44,41,107.32
R Parag,Middle,2024,382,268,142.54
R Parag,Middle,2025,235,148,158.78
R Parag,Middle,2026,241,145,166.21
R Parag,Powerplay,2024,50,39,128.21
R Parag,Powerplay,2025,84,46,182.61
R Parag,Powerplay,2026,53,40,132.5
R Powell,Death,2022,134,63,212.7
R Powell,Death,2024,95,52,182.69
R Powell,Death,2026,72,41,175.61
R Powell,Middle,2022,116,104,111.54
R Powell,Middle,2024,8,16,50.0
R Powell,Middle,2026,103,86,119.77
R Powell,Powerplay,2026,15,13,115.38
R Rampaul,Death,2013,35,33,106.06
R Rampaul,Middle,2014,13,13,100.0
R Ravindra,Middle,2024,49,27,181.48
R Ravindra,Middle,2025,61,50,122.0
R Ravindra,Powerplay,2024,169,110,153.64
R Ravindra,Powerplay,2025,105,88,119.32
R Sai Kishore,Death,2025,5,10,50.0
R Sathish,Death,2010,59,40,147.5
R Sathish,Death,2011,20,19,105.26
R Sathish,Death,2013,67,42,159.52
R Sathish,Death,2016,18,17,105.88
R Sathish,Middle,2010,53,56,94.64
R Sathish,Middle,2013,41,34,120.59
R Sharma,Death,2010,29,26,111.54
R Sharma,Death,2011,23,19,121.05
R Sharma,Death,2012,2,11,18.18
R Sharma,Death,2013,11,17,64.71
R Shepherd,Death,2022,34,22,154.55
R Shepherd,Death,2024,57,21,271.43
R Shepherd,Death,2025,64,23,278.26
R Shepherd,Death,2026,34,32,106.25
R Shepherd,Middle,2022,24,18,133.33
R Shepherd,Middle,2026,49,33,148.48
R Shukla,Death,2014,17,20,85.0
R Smaran,Powerplay,2026,10,19,52.63
R Tewatia,Death,2018,35,27,129.63
R Tewatia,Death,2019,21,15,140.0
R Tewatia,Death,2021,222,142,156.34
R Tewatia,Death,2022,181,99,182.83
R Tewatia,Death,2023,70,39,179.49
R Tewatia,Death,2024,156,88,177.27
R Tewatia,Death,2025,85,50,170.0
R Tewatia,Death,2026,110,71,154.93
R Tewatia,Middle,2014,9,10,90.0
R Tewatia,Middle,2018,15,16,93.75
R Tewatia,Middle,2021,186,183,101.64
R Tewatia,Middle,2022,36,48,75.0
R Tewatia,Middle,2023,17,18,94.44
R Tewatia,Middle,2024,30,38,78.95
R Tewatia,Middle,2026,79,58,136.21
R Vinay Kumar,Death,2008,17,15,113.33
R Vinay Kumar,Death,2009,40,34,117.65
R Vinay Kumar,Death,2010,27,32,84.38
R Vinay Kumar,Death,2011,33,31,106.45
R Vinay Kumar,Death,2012,59,51,115.69
R Vinay Kumar,Death,2013,63,40,157.5
R Vinay Kumar,Death,2016,13,12,108.33
R Vinay Kumar,Middle,2009,7,10,70.0
R Vinay Kumar,Middle,2011,17,16,106.25
R Vinay Kumar,Middle,2012,9,11,81.82
RA Bawa,Death,2026,16,14,114.29
RA Bawa,Middle,2022,11,13,84.62
RA Jadeja,Death,2008,55,39,141.03
RA Jadeja,Death,2009,79,62,127.42
RA Jadeja,Death,2011,92,67,137.31
RA Jadeja,Death,2012,86,64,134.38
RA Jadeja,Death,2013,100,57,175.44
RA Jadeja,Death,2014,83,64,129.69
RA Jadeja,Death,2015,71,65,109.23
RA Jadeja,Death,2016,104,84,123.81
RA Jadeja,Death,2017,77,46,167.39
RA Jadeja,Death,2018,68,46,147.83
RA Jadeja,Death,2019,96,74,129.73
RA Jadeja,Death,2021,354,183,193.44
RA Jadeja,Death,2022,95,63,150.79
RA Jadeja,Death,2023,163,110,148.18
RA Jadeja,Death,2024,141,84,167.86
RA Jadeja,Death,2025,138,87,158.62
RA Jadeja,Death,2026,104,73,142.47
RA Jadeja,Middle,2008,79,61,129.51
RA Jadeja,Middle,2009,207,191,108.38
RA Jadeja,Middle,2011,171,150,114.0
RA Jadeja,Middle,2012,105,87,120.69
RA Jadeja,Middle,2013,100,77,129.87
RA Jadeja,Middle,2014,63,45,140.0
RA Jadeja,Middle,2015,61,61,100.0
RA Jadeja,Middle,2016,66,75,88.0
RA Jadeja,Middle,2017,81,67,120.9
RA Jadeja,Middle,2018,21,28,75.0
RA Jadeja,Middle,2019,9,13,69.23
RA Jadeja,Middle,2021,90,100,90.0
RA Jadeja,Middle,2022,21,32,65.62
RA Jadeja,Middle,2023,26,22,118.18
RA Jadeja,Middle,2024,118,93,126.88
RA Jadeja,Middle,2025,119,105,113.33
RA Jadeja,Middle,2026,109,101,107.92
RA Jadeja,Powerplay,2009,7,12,58.33
RA Jadeja,Powerplay,2011,19,10,190.0
RA Jadeja,Powerplay,2016,19,16,118.75
RA Jadeja,Powerplay,2024,8,10,80.0
RA Jadeja,Powerplay,2025,44,30,146.67
RA Jadeja,Powerplay,2026,53,22,240.91
RA Tripathi,Death,2018,41,24,170.83
RA Tripathi,Death,2019,30,30,100.0
RA Tripathi,Death,2021,68,50,136.0
RA Tripathi,Death,2022,41,17,241.18
RA Tripathi,Death,2023,24,19,126.32
RA Tripathi,Middle,2017,91,74,122.97
RA Tripathi,Middle,2018,98,83,118.07
RA Tripathi,Middle,2019,73,59,123.73
RA Tripathi,Middle,2021,332,234,141.88
RA Tripathi,Middle,2022,230,146,157.53
RA Tripathi,Middle,2023,155,117,132.48
RA Tripathi,Middle,2024,61,48,127.08
RA Tripathi,Middle,2025,19,24,79.17
RA Tripathi,Powerplay,2017,290,184,157.61
RA Tripathi,Powerplay,2018,86,59,145.76
RA Tripathi,Powerplay,2019,34,28,121.43
RA Tripathi,Powerplay,2021,227,179,126.82
RA Tripathi,Powerplay,2022,138,97,142.27
RA Tripathi,Powerplay,2023,90,76,118.42
RA Tripathi,Powerplay,2024,94,65,144.62
RA Tripathi,Powerplay,2025,36,33,109.09
RD Chahar,Death,2019,12,11,109.09
RD Chahar,Death,2021,16,19,84.21
RD Chahar,Death,2022,74,61,121.31
RD Chahar,Death,2024,20,14,142.86
RD Gaikwad,Death,2021,141,73,193.15
RD Gaikwad,Death,2022,22,18,122.22
RD Gaikwad,Death,2023,15,12,125.0
RD Gaikwad,Death,2024,75,45,166.67
RD Gaikwad,Death,2026,33,18,183.33
RD Gaikwad,Middle,2021,360,253,142.29
RD Gaikwad,Middle,2022,160,109,146.79
RD Gaikwad,Middle,2023,230,153,150.33
RD Gaikwad,Middle,2024,243,182,133.52
RD Gaikwad,Middle,2025,48,35,137.14
RD Gaikwad,Middle,2026,106,102,103.92
RD Gaikwad,Powerplay,2021,335,305,109.84
RD Gaikwad,Powerplay,2022,185,162,114.2
RD Gaikwad,Powerplay,2023,345,233,148.07
RD Gaikwad,Powerplay,2024,261,185,141.08
RD Gaikwad,Powerplay,2025,68,44,154.55
RD Gaikwad,Powerplay,2026,194,152,127.63
RD Rickelton,Death,2026,24,13,184.62
RD Rickelton,Middle,2025,91,62,146.77
RD Rickelton,Middle,2026,167,78,214.1
RD Rickelton,Powerplay,2025,297,193,153.89
RD Rickelton,Powerplay,2026,257,149,172.48
RE Levi,Middle,2012,21,16,131.25
RE Levi,Powerplay,2012,62,57,108.77
RE van der Merwe,Death,2009,39,30,130.0
RE van der Merwe,Death,2011,13,14,92.86
RE van der Merwe,Middle,2009,55,40,137.5
RE van der Merwe,Middle,2013,14,16,87.5
RE van der Merwe,Powerplay,2009,28,28,100.0
RG Sharma,Death,2008,156,71,219.72
RG Sharma,Death,2009,117,77,151.95
RG Sharma,Death,2010,144,87,165.52
RG Sharma,Death,2011,135,78,173.08
RG Sharma,Death,2012,91,52,175.0
RG Sharma,Death,2013,228,113,201.77
RG Sharma,Death,2014,171,91,187.91
RG Sharma,Death,2015,95,54,175.93
RG Sharma,Death,2016,75,41,182.93
RG Sharma,Death,2017,87,57,152.63
RG Sharma,Death,2018,111,57,194.74
RG Sharma,Death,2021,35,24,145.83
RG Sharma,Death,2024,28,14,200.0
RG Sharma,Middle,2008,231,182,126.92
RG Sharma,Middle,2009,204,190,107.37
RG Sharma,Middle,2010,245,181,135.36
RG Sharma,Middle,2011,197,181,108.84
RG Sharma,Middle,2012,215,182,118.13
RG Sharma,Middle,2013,275,251,109.56
RG Sharma,Middle,2014,193,178,108.43
RG Sharma,Middle,2015,298,220,135.45
RG Sharma,Middle,2016,171,151,113.25
RG Sharma,Middle,2017,193,161,119.88
RG Sharma,Middle,2018,133,110,120.91
RG Sharma,Middle,2019,114,97,117.53
RG Sharma,Middle,2021,253,193,131.09
RG Sharma,Middle,2022,37,39,94.87
RG Sharma,Middle,2023,88,64,137.5
RG Sharma,Middle,2024,120,87,137.93
RG Sharma,Middle,2025,155,108,143.52
RG Sharma,Middle,2026,102,61,167.21
RG Sharma,Powerplay,2008,12,17,70.59
RG Sharma,Powerplay,2009,33,46,71.74
RG Sharma,Powerplay,2010,14,32,43.75
RG Sharma,Powerplay,2011,40,38,105.26
RG Sharma,Powerplay,2012,126,107,117.76
RG Sharma,Powerplay,2013,29,44,65.91
RG Sharma,Powerplay,2014,26,33,78.79
RG Sharma,Powerplay,2015,89,59,150.85
RG Sharma,Powerplay,2016,241,174,138.51
RG Sharma,Powerplay,2017,53,55,96.36
RG Sharma,Powerplay,2018,41,47,87.23
RG Sharma,Powerplay,2019,265,208,127.4
RG Sharma,Powerplay,2021,425,344,123.55
RG Sharma,Powerplay,2022,227,183,124.04
RG Sharma,Powerplay,2023,234,179,130.73
RG Sharma,Powerplay,2024,269,175,153.71
RG Sharma,Powerplay,2025,247,164,150.61
RG Sharma,Powerplay,2026,180,118,152.54
RJ Harris,Death,2009,20,14,142.86
RJ Harris,Death,2010,36,31,116.13
RJ Harris,Death,2011,20,25,80.0
RJ Harris,Death,2012,18,11,163.64
RJ Harris,Middle,2011,10,13,76.92
RJ Peterson,Death,2012,19,16,118.75
RJ Peterson,Middle,2012,13,14,92.86
RJ Quiney,Middle,2009,37,28,132.14
RJ Quiney,Powerplay,2009,65,71,91.55
RK Bhui,Middle,2019,7,11,63.64
RK Singh,Death,2019,15,12,125.0
RK Singh,Death,2022,114,60,190.0
RK Singh,Death,2023,268,147,182.31
RK Singh,Death,2024,85,46,184.78
RK Singh,Death,2025,109,48,227.08
RK Singh,Death,2026,183,94,194.68
RK Singh,Middle,2018,25,27,92.59
RK Singh,Middle,2019,22,22,100.0
RK Singh,Middle,2021,11,11,100.0
RK Singh,Middle,2022,51,50,102.0
RK Singh,Middle,2023,175,155,112.9
RK Singh,Middle,2024,73,58,125.86
RK Singh,Middle,2025,95,83,114.46
RK Singh,Middle,2026,112,103,108.74
RK Singh,Powerplay,2023,18,11,163.64
RM Patidar,Death,2022,52,18,288.89
RM Patidar,Death,2024,20,12,166.67
RM Patidar,Death,2025,53,37,143.24
RM Patidar,Death,2026,142,57,249.12
RM Patidar,Middle,2021,51,38,134.21
RM Patidar,Middle,2022,193,124,155.65
RM Patidar,Middle,2024,312,172,181.4
RM Patidar,Middle,2025,223,146,152.74
RM Patidar,Middle,2026,321,159,201.89
RM Patidar,Powerplay,2021,20,24,83.33
RM Patidar,Powerplay,2022,87,75,116.0
RM Patidar,Powerplay,2024,63,39,161.54
RM Patidar,Powerplay,2025,36,34,105.88
RM Patidar,Powerplay,2026,37,43,86.05
RN ten Doeschate,Death,2011,65,40,162.5
RN ten Doeschate,Death,2012,21,21,100.0
RN ten Doeschate,Death,2013,37,26,142.31
RN ten Doeschate,Death,2014,52,32,162.5
RN ten Doeschate,Death,2015,37,21,176.19
RN ten Doeschate,Middle,2011,37,30,123.33
RN ten Doeschate,Middle,2013,47,33,142.42
RN ten Doeschate,Middle,2015,24,24,100.0
RP Singh,Death,2008,27,24,112.5
RP Singh,Death,2009,6,11,54.55
RP Singh,Death,2010,9,19,47.37
RP Singh,Death,2012,6,12,50.0
RR Pant,Death,2016,29,19,152.63
RR Pant,Death,2017,57,29,196.55
RR Pant,Death,2018,167,68,245.59
RR Pant,Death,2019,211,90,234.44
RR Pant,Death,2021,241,154,156.49
RR Pant,Death,2022,74,32,231.25
RR Pant,Death,2024,133,59,225.42
RR Pant,Death,2025,77,41,187.8
RR Pant,Death,2026,95,45,211.11
RR Pant,Middle,2016,126,95,132.63
RR Pant,Middle,2017,249,148,168.24
