striker,phase,season,runs,balls,strike_rate
C Munro,Powerplay,2016,24,22,109.09
C Munro,Powerplay,2018,62,38,163.16
C Munro,Powerplay,2019,45,31,145.16
C Sakariya,Death,2021,15,20,75.0
C de Grandhomme,Death,2017,36,30,120.0
C de Grandhomme,Death,2018,107,62,172.58
C de Grandhomme,Death,2019,11,20,55.0
C de Grandhomme,Middle,2017,89,60,148.33
C de Grandhomme,Middle,2018,18,21,85.71
C de Grandhomme,Middle,2019,35,29,120.69
CA Ingram,Death,2019,63,42,150.0
CA Ingram,Middle,2011,14,13,107.69
CA Ingram,Middle,2019,114,106,107.55
CA Ingram,Powerplay,2011,7,12,58.33
CA Lynn,Death,2016,10,10,100.0
CA Lynn,Death,2018,10,10,100.0
CA Lynn,Middle,2014,41,31,132.26
CA Lynn,Middle,2017,105,64,164.06
CA Lynn,Middle,2018,190,152,125.0
CA Lynn,Middle,2019,131,95,137.89
CA Lynn,Middle,2021,36,21,171.43
CA Lynn,Powerplay,2014,17,18,94.44
CA Lynn,Powerplay,2016,15,12,125.0
CA Lynn,Powerplay,2017,179,91,196.7
CA Lynn,Powerplay,2018,291,215,135.35
CA Lynn,Powerplay,2019,258,187,137.97
CA Lynn,Powerplay,2021,13,14,92.86
CA Pujara,Death,2010,21,21,100.0
CA Pujara,Death,2011,13,10,130.0
CA Pujara,Middle,2010,46,42,109.52
CA Pujara,Middle,2011,21,21,100.0
CA Pujara,Middle,2013,29,28,103.57
CA Pujara,Middle,2014,32,30,106.67
CA Pujara,Powerplay,2010,55,52,105.77
CA Pujara,Powerplay,2012,17,21,80.95
CA Pujara,Powerplay,2013,63,70,90.0
CA Pujara,Powerplay,2014,80,85,94.12
CH Gayle,Death,2010,40,18,222.22
CH Gayle,Death,2011,31,20,155.0
CH Gayle,Death,2012,147,60,245.0
CH Gayle,Death,2013,112,58,193.1
CH Gayle,Death,2015,56,24,233.33
CH Gayle,Death,2018,26,16,162.5
CH Gayle,Death,2019,47,23,204.35
CH Gayle,Death,2021,96,56,171.43
CH Gayle,Middle,2009,40,36,111.11
CH Gayle,Middle,2010,127,75,169.33
CH Gayle,Middle,2011,282,147,191.84
CH Gayle,Middle,2012,355,213,166.67
CH Gayle,Middle,2013,309,188,164.36
CH Gayle,Middle,2014,38,46,82.61
CH Gayle,Middle,2015,135,90,150.0
CH Gayle,Middle,2016,76,33,230.3
CH Gayle,Middle,2017,91,55,165.45
CH Gayle,Middle,2018,124,84,147.62
CH Gayle,Middle,2019,181,111,163.06
CH Gayle,Middle,2021,245,207,118.36
CH Gayle,Powerplay,2009,144,112,128.57
CH Gayle,Powerplay,2010,123,90,136.67
CH Gayle,Powerplay,2011,289,164,176.22
CH Gayle,Powerplay,2012,218,178,122.47
CH Gayle,Powerplay,2013,280,208,134.62
CH Gayle,Powerplay,2014,150,133,112.78
CH Gayle,Powerplay,2015,299,217,137.79
CH Gayle,Powerplay,2016,151,117,129.06
CH Gayle,Powerplay,2017,109,107,101.87
CH Gayle,Powerplay,2018,218,152,143.42
CH Gayle,Powerplay,2019,262,185,141.62
CH Gayle,Powerplay,2021,147,103,142.72
CH Morris,Death,2013,13,11,118.18
CH Morris,Death,2015,70,44,159.09
CH Morris,Death,2016,136,76,178.95
CH Morris,Death,2017,120,58,206.9
CH Morris,Death,2018,27,16,168.75
CH Morris,Death,2019,26,27,96.3
CH Morris,Death,2021,101,65,155.38
CH Morris,Middle,2016,59,33,178.79
CH Morris,Middle,2017,34,36,94.44
CH Morris,Middle,2019,6,10,60.0
CJ Anderson,Death,2014,27,27,100.0
CJ Anderson,Death,2015,58,24,241.67
CJ Anderson,Death,2017,83,49,169.39
CJ Anderson,Middle,2014,200,119,168.07
CJ Anderson,Middle,2015,52,57,91.23
CJ Anderson,Middle,2017,49,62,79.03
CJ Anderson,Middle,2018,10,18,55.56
CJ Anderson,Powerplay,2014,38,35,108.57
CJ Anderson,Powerplay,2015,4,15,26.67
CJ Anderson,Powerplay,2017,10,11,90.91
CJ Ferguson,Death,2011,17,12,141.67
CJ Ferguson,Death,2012,6,11,54.55
CJ Ferguson,Middle,2011,25,32,78.12
CJ Ferguson,Middle,2012,33,38,86.84
CJ Ferguson,Powerplay,2011,6,10,60.0
CJ Ferguson,Powerplay,2012,11,14,78.57
CJ Jordan,Death,2021,60,47,127.66
CJ Jordan,Death,2023,6,11,54.55
CJ McKay,Middle,2012,8,15,53.33
CK Kapugedera,Death,2008,15,19,78.95
CL White,Death,2008,17,10,170.0
CL White,Death,2010,44,22,200.0
CL White,Death,2011,54,42,128.57
CL White,Death,2012,183,88,207.95
CL White,Death,2013,61,30,203.33
CL White,Middle,2008,85,76,111.84
CL White,Middle,2011,50,64,78.12
CL White,Middle,2012,252,192,131.25
CL White,Middle,2013,109,117,93.16
CL White,Powerplay,2008,7,14,50.0
CL White,Powerplay,2010,4,11,36.36
CL White,Powerplay,2012,40,39,102.56
CL White,Powerplay,2013,56,49,114.29
CM Gautam,Death,2013,19,14,135.71
CM Gautam,Death,2014,36,30,120.0
CM Gautam,Middle,2013,23,17,135.29
CM Gautam,Middle,2014,23,27,85.19
CM Gautam,Powerplay,2014,62,53,116.98
CR Brathwaite,Death,2016,75,31,241.94
CR Brathwaite,Death,2018,71,38,186.84
CR Brathwaite,Middle,2017,12,15,80.0
CR Brathwaite,Middle,2018,4,10,40.0
CR Woakes,Death,2017,34,31,109.68
CR Woakes,Death,2018,14,14,100.0
CR Woakes,Death,2021,15,11,136.36
CR Woakes,Middle,2017,12,16,75.0
CV Varun,Death,2021,12,19,63.16
CV Varun,Death,2022,12,15,80.0
D Brevis,Death,2025,50,19,263.16
D Brevis,Death,2026,38,21,180.95
D Brevis,Middle,2022,96,67,143.28
D Brevis,Middle,2024,53,38,139.47
D Brevis,Middle,2025,172,102,168.63
D Brevis,Middle,2026,110,91,120.88
D Brevis,Powerplay,2022,65,46,141.3
D Brevis,Powerplay,2024,16,20,80.0
D Ferreira,Death,2026,184,83,221.69
D Ferreira,Middle,2026,119,83,143.37
D Ferreira,Powerplay,2026,14,11,127.27
D Padikkal,Death,2021,39,29,134.48
D Padikkal,Death,2022,27,26,103.85
D Padikkal,Death,2023,48,27,177.78
D Padikkal,Death,2025,24,14,171.43
D Padikkal,Middle,2021,312,261,119.54
D Padikkal,Middle,2022,249,183,136.07
D Padikkal,Middle,2023,105,96,109.38
D Padikkal,Middle,2024,15,22,68.18
D Padikkal,Middle,2025,155,103,150.49
D Padikkal,Middle,2026,219,136,161.03
D Padikkal,Powerplay,2021,531,415,127.95
D Padikkal,Powerplay,2022,99,96,103.12
D Padikkal,Powerplay,2023,108,77,140.26
D Padikkal,Powerplay,2024,22,30,73.33
D Padikkal,Powerplay,2025,68,46,147.83
D Padikkal,Powerplay,2026,245,139,176.26
D Pretorius,Death,2022,44,28,157.14
D Salunkhe,Death,2008,25,17,147.06
D Wiese,Death,2015,99,62,159.68
D Wiese,Death,2023,21,11,190.91
D Wiese,Middle,2015,22,23,95.65
DA Miller,Death,2012,65,40,162.5
DA Miller,Death,2013,178,84,211.9
DA Miller,Death,2014,174,84,207.14
DA Miller,Death,2015,132,62,212.9
DA Miller,Death,2016,85,54,157.41
DA Miller,Death,2017,33,25,132.0
DA Miller,Death,2018,22,15,146.67
DA Miller,Death,2019,66,50,132.0
DA Miller,Death,2021,53,36,147.22
DA Miller,Death,2022,230,131,175.57
DA Miller,Death,2023,145,97,149.48
DA Miller,Death,2024,110,54,203.7
DA Miller,Death,2025,79,68,116.18
DA Miller,Death,2026,128,61,209.84
DA Miller,Middle,2012,33,35,94.29
DA Miller,Middle,2013,233,161,144.72
DA Miller,Middle,2014,259,201,128.86
DA Miller,Middle,2015,199,180,110.56
DA Miller,Middle,2016,69,69,100.0
DA Miller,Middle,2017,42,50,84.0
DA Miller,Middle,2018,45,42,107.14
DA Miller,Middle,2019,143,112,127.68
DA Miller,Middle,2021,56,54,103.7
DA Miller,Middle,2022,240,197,121.83
DA Miller,Middle,2023,109,74,147.3
DA Miller,Middle,2024,94,76,123.68
DA Miller,Middle,2025,70,51,137.25
DA Miller,Middle,2026,79,68,116.18
DA Miller,Powerplay,2014,13,14,92.86
DA Miller,Powerplay,2015,26,25,104.0
DA Miller,Powerplay,2021,15,23,65.22
DA Warner,Death,2010,16,13,123.08
DA Warner,Death,2011,26,15,173.33
DA Warner,Death,2013,96,51,188.24
DA Warner,Death,2014,146,69,211.59
DA Warner,Death,2016,49,25,196.0
DA Warner,Death,2017,70,35,200.0
DA Warner,Death,2019,79,46,171.74
DA Warner,Death,2021,51,32,159.38
DA Warner,Death,2022,34,23,147.83
DA Warner,Death,2023,32,29,110.34
DA Warner,Middle,2009,44,45,97.78
DA Warner,Middle,2010,83,56,148.21
DA Warner,Middle,2011,120,101,118.81
DA Warner,Middle,2012,100,53,188.68
DA Warner,Middle,2013,206,154,133.77
DA Warner,Middle,2014,260,214,121.5
DA Warner,Middle,2015,186,127,146.46
DA Warner,Middle,2016,332,224,148.21
DA Warner,Middle,2017,270,200,135.0
DA Warner,Middle,2019,282,205,137.56
DA Warner,Middle,2021,323,249,129.72
DA Warner,Middle,2022,173,116,149.14
DA Warner,Middle,2023,185,157,117.83
DA Warner,Middle,2024,43,38,113.16
DA Warner,Powerplay,2009,119,86,138.37
DA Warner,Powerplay,2010,177,120,147.5
DA Warner,Powerplay,2011,178,159,111.95
DA Warner,Powerplay,2012,137,97,141.24
DA Warner,Powerplay,2013,108,119,90.76
DA Warner,Powerplay,2014,122,88,138.64
DA Warner,Powerplay,2015,354,221,160.18
DA Warner,Powerplay,2016,463,309,149.84
DA Warner,Powerplay,2017,294,214,137.38
DA Warner,Powerplay,2019,331,230,143.91
DA Warner,Powerplay,2021,370,309,119.74
DA Warner,Powerplay,2022,225,146,154.11
DA Warner,Powerplay,2023,299,205,145.85
DA Warner,Powerplay,2024,125,86,145.35
DB Das,Death,2008,19,20,95.0
DB Das,Death,2012,83,58,143.1
DB Das,Death,2013,15,18,83.33
DB Das,Middle,2008,49,42,116.67
DB Das,Middle,2012,20,13,153.85
DB Das,Middle,2013,60,56,107.14
DB Das,Powerplay,2008,35,32,109.38
DB Das,Powerplay,2012,23,21,109.52
DB Ravi Teja,Death,2008,60,38,157.89
DB Ravi Teja,Death,2009,44,38,115.79
DB Ravi Teja,Death,2011,55,37,148.65
DB Ravi Teja,Middle,2008,38,36,105.56
DB Ravi Teja,Middle,2009,20,26,76.92
DB Ravi Teja,Middle,2011,85,61,139.34
DB Ravi Teja,Middle,2013,10,12,83.33
DB Ravi Teja,Powerplay,2011,42,45,93.33
DE Bollinger,Death,2010,18,16,112.5
DG Nalkande,Middle,2024,12,11,109.09
DH Yagnik,Death,2011,15,21,71.43
DH Yagnik,Death,2012,25,13,192.31
DH Yagnik,Death,2013,51,33,154.55
DH Yagnik,Middle,2013,73,60,121.67
DJ Bravo,Death,2008,59,37,159.46
DJ Bravo,Death,2009,64,40,160.0
DJ Bravo,Death,2010,29,17,170.59
DJ Bravo,Death,2012,269,139,193.53
DJ Bravo,Death,2013,72,50,144.0
DJ Bravo,Death,2015,102,65,156.92
DJ Bravo,Death,2016,70,39,179.49
DJ Bravo,Death,2018,104,58,179.31
DJ Bravo,Death,2019,48,34,141.18
DJ Bravo,Death,2021,54,24,225.0
DJ Bravo,Middle,2008,92,75,122.67
DJ Bravo,Middle,2009,112,119,94.12
DJ Bravo,Middle,2010,18,26,69.23
DJ Bravo,Middle,2012,92,120,76.67
DJ Bravo,Middle,2013,12,21,57.14
DJ Bravo,Middle,2015,92,82,112.2
DJ Bravo,Middle,2016,29,43,67.44
DJ Bravo,Middle,2018,31,32,96.88
DJ Bravo,Middle,2019,32,32,100.0
DJ Bravo,Middle,2022,12,16,75.0
DJ Bravo,Powerplay,2008,24,19,126.32
DJ Bravo,Powerplay,2009,41,42,97.62
DJ Bravo,Powerplay,2010,14,10,140.0
DJ Bravo,Powerplay,2013,37,35,105.71
DJ Harris,Middle,2012,54,37,145.95
DJ Harris,Powerplay,2012,57,64,89.06
DJ Hooda,Death,2015,36,24,150.0
DJ Hooda,Death,2016,61,43,141.86
DJ Hooda,Death,2017,56,36,155.56
DJ Hooda,Death,2018,57,47,121.28
DJ Hooda,Death,2019,34,24,141.67
DJ Hooda,Death,2021,126,80,157.5
DJ Hooda,Death,2022,39,30,130.0
DJ Hooda,Death,2025,12,17,70.59
DJ Hooda,Middle,2015,115,71,161.97
DJ Hooda,Middle,2016,77,73,105.48
DJ Hooda,Middle,2017,22,16,137.5
DJ Hooda,Middle,2018,29,27,107.41
DJ Hooda,Middle,2019,30,39,76.92
DJ Hooda,Middle,2021,120,99,121.21
DJ Hooda,Middle,2022,335,235,142.55
DJ Hooda,Middle,2023,44,45,97.78
DJ Hooda,Middle,2024,84,69,121.74
DJ Hooda,Middle,2025,9,14,64.29
DJ Hooda,Powerplay,2021,11,14,78.57
DJ Hooda,Powerplay,2022,77,64,120.31
DJ Hooda,Powerplay,2023,27,37,72.97
DJ Hooda,Powerplay,2024,44,30,146.67
DJ Hussey,Death,2008,124,67,185.07
DJ Hussey,Death,2009,38,15,253.33
DJ Hussey,Death,2010,47,29,162.07
DJ Hussey,Death,2011,27,22,122.73
DJ Hussey,Death,2012,104,60,173.33
DJ Hussey,Death,2013,16,13,123.08
DJ Hussey,Death,2014,48,23,208.7
DJ Hussey,Middle,2008,174,162,107.41
DJ Hussey,Middle,2009,32,30,106.67
DJ Hussey,Middle,2010,45,49,91.84
DJ Hussey,Middle,2011,37,41,90.24
DJ Hussey,Middle,2012,276,228,121.05
DJ Hussey,Middle,2013,147,150,98.0
DJ Hussey,Middle,2014,67,66,101.52
DJ Hussey,Powerplay,2008,20,29,68.97
DJ Hussey,Powerplay,2009,23,12,191.67
DJ Hussey,Powerplay,2012,16,17,94.12
DJ Hussey,Powerplay,2013,72,45,160.0
DJ Jacobs,Powerplay,2011,83,81,102.47
DJ Jacobs,Powerplay,2012,0,10,0.0
DJ Malan,Middle,2021,25,24,104.17
DJ Mitchell,Death,2024,46,38,121.05
DJ Mitchell,Middle,2022,33,39,84.62
DJ Mitchell,Middle,2024,175,112,156.25
DJ Mitchell,Powerplay,2024,97,73,132.88
DJ Thornely,Middle,2008,35,33,106.06
DJ Thornely,Powerplay,2008,4,20,20.0
DJ Willey,Death,2023,24,22,109.09
DJ Willey,Middle,2022,12,19,63.16
DJ Willey,Middle,2023,11,10,110.0
DJ Willey,Powerplay,2022,6,11,54.55
DJG Sammy,Death,2013,68,40,170.0
DJG Sammy,Death,2014,68,55,123.64
DJG Sammy,Middle,2013,98,87,112.64
DJG Sammy,Middle,2014,40,36,111.11
DJG Sammy,Middle,2015,13,17,76.47
DJM Short,Middle,2018,65,39,166.67
DJM Short,Powerplay,2018,50,60,83.33
DL Chahar,Death,2025,37,25,148.0
DL Chahar,Death,2026,19,14,135.71
DL Chahar,Middle,2018,41,23,178.26
DL Vettori,Death,2009,17,11,154.55
DL Vettori,Death,2010,30,21,142.86
DL Vettori,Death,2011,20,19,105.26
DL Vettori,Middle,2009,17,20,85.0
DL Vettori,Middle,2012,24,18,133.33
DP Conway,Death,2022,25,15,166.67
DP Conway,Death,2023,61,40,152.5
DP Conway,Middle,2022,142,82,173.17
DP Conway,Middle,2023,303,209,144.98
DP Conway,Middle,2025,75,50,150.0
DP Conway,Powerplay,2022,85,75,113.33
DP Conway,Powerplay,2023,307,230,133.48
DP Conway,Powerplay,2025,71,62,114.52
DPMD Jayawardene,Death,2008,45,42,107.14
DPMD Jayawardene,Death,2009,104,63,165.08
DPMD Jayawardene,Death,2010,117,53,220.75
DPMD Jayawardene,Death,2011,38,26,146.15
DPMD Jayawardene,Death,2012,27,25,108.0
DPMD Jayawardene,Death,2013,41,25,164.0
DPMD Jayawardene,Middle,2008,95,68,139.71
DPMD Jayawardene,Middle,2009,108,96,112.5
DPMD Jayawardene,Middle,2010,164,140,117.14
DPMD Jayawardene,Middle,2011,135,130,103.85
DPMD Jayawardene,Middle,2012,179,159,112.58
DPMD Jayawardene,Middle,2013,142,134,105.97
DPMD Jayawardene,Powerplay,2008,39,21,185.71
DPMD Jayawardene,Powerplay,2010,162,106,152.83
DPMD Jayawardene,Powerplay,2011,126,101,124.75
DPMD Jayawardene,Powerplay,2012,129,114,113.16
DPMD Jayawardene,Powerplay,2013,148,153,96.73
DR Martyn,Middle,2010,13,18,72.22
DR Sams,Death,2022,21,17,123.53
DR Sams,Middle,2022,16,13,123.08
DR Smith,Death,2009,52,35,148.57
DR Smith,Death,2010,15,11,136.36
DR Smith,Death,2012,37,22,168.18
DR Smith,Death,2014,32,18,177.78
DR Smith,Middle,2008,19,21,90.48
DR Smith,Middle,2009,127,83,153.01
DR Smith,Middle,2010,7,14,50.0
DR Smith,Middle,2012,54,32,168.75
DR Smith,Middle,2013,223,147,151.7
DR Smith,Middle,2014,197,139,141.73
DR Smith,Middle,2015,137,92,148.91
DR Smith,Middle,2016,125,78,160.26
DR Smith,Middle,2017,114,69,165.22
DR Smith,Powerplay,2008,18,12,150.0
DR Smith,Powerplay,2009,36,13,276.92
DR Smith,Powerplay,2012,65,43,151.16
DR Smith,Powerplay,2013,194,190,102.11
DR Smith,Powerplay,2014,336,258,130.23
DR Smith,Powerplay,2015,262,239,109.62
DR Smith,Powerplay,2016,180,133,135.34
DR Smith,Powerplay,2017,118,82,143.9
DS Kulkarni,Death,2008,2,16,12.5
DS Kulkarni,Death,2009,9,17,52.94
DS Kulkarni,Death,2014,34,22,154.55
DS Kulkarni,Death,2015,4,11,36.36
DS Kulkarni,Death,2016,25,13,192.31
DS Lehmann,Middle,2008,14,15,93.33
DT Christian,Death,2011,114,86,132.56
DT Christian,Death,2012,76,47,161.7
DT Christian,Death,2017,79,49,161.22
DT Christian,Death,2018,20,21,95.24
DT Christian,Death,2021,11,15,73.33
DT Christian,Middle,2011,69,71,97.18
DT Christian,Middle,2012,67,67,100.0
DT Christian,Middle,2013,4,13,30.77
DT Christian,Middle,2018,6,11,54.55
DT Patil,Middle,2008,9,12,75.0
DW Steyn,Death,2010,13,17,76.47
DW Steyn,Death,2011,36,35,102.86
DW Steyn,Death,2012,17,18,94.44
DW Steyn,Death,2013,53,36,147.22
DW Steyn,Death,2014,20,23,86.96
DW Steyn,Death,2015,20,13,153.85
Dhruv Jurel,Death,2023,140,70,200.0
Dhruv Jurel,Death,2024,114,77,148.05
Dhruv Jurel,Death,2025,156,82,190.24
Dhruv Jurel,Death,2026,75,50,150.0
Dhruv Jurel,Middle,2023,12,15,80.0
Dhruv Jurel,Middle,2024,81,64,126.56
Dhruv Jurel,Middle,2025,154,121,127.27
Dhruv Jurel,Middle,2026,312,203,153.69
Dhruv Jurel,Powerplay,2025,23,10,230.0
Dhruv Jurel,Powerplay,2026,128,80,160.0
E Lewis,Death,2022,30,17,176.47
E Lewis,Middle,2018,132,105,125.71
E Lewis,Middle,2019,21,24,87.5
E Lewis,Middle,2021,17,16,106.25
E Lewis,Middle,2022,32,25,128.0
E Lewis,Powerplay,2018,248,167,148.5
E Lewis,Powerplay,2019,27,28,96.43
E Lewis,Powerplay,2021,134,77,174.03
E Lewis,Powerplay,2022,11,14,78.57
E Malinga,Death,2026,6,13,46.15
EJG Morgan,Death,2010,8,10,80.0
EJG Morgan,Death,2011,29,25,116.0
EJG Morgan,Death,2013,119,71,167.61
EJG Morgan,Death,2015,66,36,183.33
EJG Morgan,Death,2016,57,36,158.33
EJG Morgan,Death,2021,237,136,174.26
EJG Morgan,Middle,2010,27,20,135.0
EJG Morgan,Middle,2011,44,36,122.22
EJG Morgan,Middle,2013,174,153,113.73
EJG Morgan,Middle,2015,103,82,125.61
EJG Morgan,Middle,2016,59,58,101.72
EJG Morgan,Middle,2017,42,40,105.0
EJG Morgan,Middle,2021,265,252,105.16
EJG Morgan,Powerplay,2011,64,56,114.29
EJG Morgan,Powerplay,2013,14,16,87.5
EJG Morgan,Powerplay,2015,18,33,54.55
EJG Morgan,Powerplay,2016,7,11,63.64
EJG Morgan,Powerplay,2017,23,22,104.55
EJG Morgan,Powerplay,2021,50,54,92.59
F Behardien,Death,2016,14,12,116.67
F du Plessis,Death,2012,11,14,78.57
F du Plessis,Death,2014,78,47,165.96
F du Plessis,Death,2015,48,36,133.33
F du Plessis,Death,2016,27,14,192.86
F du Plessis,Death,2018,29,11,263.64
F du Plessis,Death,2019,48,20,240.0
F du Plessis,Death,2021,187,93,201.08
F du Plessis,Death,2022,73,40,182.5
F du Plessis,Death,2023,63,33,190.91
F du Plessis,Middle,2012,155,128,121.09
F du Plessis,Middle,2014,139,136,102.21
F du Plessis,Middle,2015,236,201,117.41
F du Plessis,Middle,2016,93,79,117.72
F du Plessis,Middle,2018,45,41,109.76
F du Plessis,Middle,2019,149,124,120.16
F du Plessis,Middle,2021,408,326,125.15
F du Plessis,Middle,2022,194,135,143.7
F du Plessis,Middle,2023,306,226,135.4
F du Plessis,Middle,2024,126,73,172.6
F du Plessis,Middle,2025,68,50,136.0
F du Plessis,Powerplay,2012,231,161,143.48
F du Plessis,Powerplay,2014,86,52,165.38
F du Plessis,Powerplay,2015,96,67,143.28
F du Plessis,Powerplay,2016,86,69,124.64
F du Plessis,Powerplay,2018,87,76,114.47
F du Plessis,Powerplay,2019,199,177,112.43
F du Plessis,Powerplay,2021,486,356,136.52
F du Plessis,Powerplay,2022,201,192,104.69
F du Plessis,Powerplay,2023,359,213,168.54
F du Plessis,Powerplay,2024,309,194,159.28
F du Plessis,Powerplay,2025,129,109,118.35
FH Allen,Middle,2026,142,50,284.0
FH Allen,Powerplay,2026,207,113,183.19
FY Fazal,Death,2010,38,32,118.75
FY Fazal,Middle,2010,68,61,111.48
FY Fazal,Powerplay,2010,58,60,96.67
FY Fazal,Powerplay,2011,18,18,100.0
G Coetzee,Death,2024,11,18,61.11
G Gambhir,Death,2008,22,15,146.67
G Gambhir,Death,2009,25,15,166.67
G Gambhir,Death,2010,43,28,153.57
G Gambhir,Death,2011,38,33,115.15
G Gambhir,Death,2012,41,28,146.43
G Gambhir,Death,2014,29,18,161.11
G Gambhir,Death,2016,37,21,176.19
G Gambhir,Death,2017,21,17,123.53
G Gambhir,Middle,2008,210,147,142.86
G Gambhir,Middle,2009,64,71,90.14
G Gambhir,Middle,2010,117,99,118.18
G Gambhir,Middle,2011,212,164,129.27
G Gambhir,Middle,2012,189,153,123.53
G Gambhir,Middle,2013,132,133,99.25
G Gambhir,Middle,2014,139,110,126.36
G Gambhir,Middle,2015,138,109,126.61
G Gambhir,Middle,2016,241,189,127.51
G Gambhir,Middle,2017,202,152,132.89
G Gambhir,Middle,2018,21,20,105.0
G Gambhir,Powerplay,2008,300,216,138.89
G Gambhir,Powerplay,2009,195,190,102.63
G Gambhir,Powerplay,2010,117,90,130.0
G Gambhir,Powerplay,2011,123,117,105.13
G Gambhir,Powerplay,2012,360,230,156.52
G Gambhir,Powerplay,2013,267,205,130.24
G Gambhir,Powerplay,2014,156,162,96.3
G Gambhir,Powerplay,2015,184,163,112.88
G Gambhir,Powerplay,2016,223,201,110.95
G Gambhir,Powerplay,2017,275,220,125.0
G Gambhir,Powerplay,2018,64,68,94.12
GB Hogg,Death,2012,15,16,93.75
GC Smith,Death,2008,56,31,180.65
GC Smith,Middle,2008,200,154,129.87
GC Smith,Middle,2009,87,77,112.99
GC Smith,Powerplay,2008,181,176,102.84
GC Smith,Powerplay,2009,111,128,86.72
GC Smith,Powerplay,2010,43,34,126.47
GC Smith,Powerplay,2011,39,48,81.25
GD Phillips,Death,2023,31,15,206.67
GD Phillips,Death,2026,31,23,134.78
GD Phillips,Middle,2021,12,18,66.67
GD Phillips,Middle,2026,32,26,123.08
GF Linde,Death,2026,31,21,147.62
GH Vihari,Death,2013,50,46,108.7
GH Vihari,Death,2015,23,14,164.29
GH Vihari,Middle,2013,139,149,93.29
GH Vihari,Middle,2015,6,12,50.0
GH Vihari,Powerplay,2013,50,82,60.98
GJ Bailey,Death,2014,205,118,173.73
GJ Bailey,Death,2015,119,65,183.08
GJ Bailey,Middle,2009,9,10,90.0
GJ Bailey,Middle,2010,11,13,84.62
GJ Bailey,Middle,2014,48,68,70.59
GJ Bailey,Middle,2015,84,86,97.67
GJ Bailey,Middle,2016,53,52,101.92
GJ Bailey,Powerplay,2009,36,29,124.14
GJ Bailey,Powerplay,2010,7,14,50.0
GJ Bailey,Powerplay,2015,56,39,143.59
GJ Bailey,Powerplay,2016,31,43,72.09
GJ Maxwell,Death,2014,57,28,203.57
GJ Maxwell,Death,2015,22,11,200.0
GJ Maxwell,Death,2016,55,33,166.67
GJ Maxwell,Death,2017,48,25,192.0
GJ Maxwell,Death,2018,40,31,129.03
GJ Maxwell,Death,2021,186,117,158.97
GJ Maxwell,Death,2022,90,41,219.51
GJ Maxwell,Death,2023,68,31,219.35
GJ Maxwell,Middle,2012,6,11,54.55
GJ Maxwell,Middle,2014,426,222,191.89
GJ Maxwell,Middle,2015,76,61,124.59
GJ Maxwell,Middle,2016,106,76,139.47
GJ Maxwell,Middle,2017,247,135,182.96
GJ Maxwell,Middle,2018,67,40,167.5
GJ Maxwell,Middle,2021,390,312,125.0
GJ Maxwell,Middle,2022,133,90,147.78
GJ Maxwell,Middle,2023,249,141,176.6
GJ Maxwell,Middle,2024,36,35,102.86
GJ Maxwell,Middle,2025,40,40,100.0
GJ Maxwell,Powerplay,2013,23,20,115.0
GJ Maxwell,Powerplay,2014,69,41,168.29
GJ Maxwell,Powerplay,2015,48,41,117.07
GJ Maxwell,Powerplay,2016,18,15,120.0
GJ Maxwell,Powerplay,2017,11,18,61.11
GJ Maxwell,Powerplay,2018,62,49,126.53
GJ Maxwell,Powerplay,2021,41,30,136.67
GJ Maxwell,Powerplay,2022,78,46,169.57
GJ Maxwell,Powerplay,2023,83,46,180.43
GR Napier,Middle,2009,10,12,83.33
Gulbadin Naib,Death,2024,15,10,150.0
Gurkeerat Singh,Death,2012,63,28,225.0
Gurkeerat Singh,Death,2013,42,27,155.56
Gurkeerat Singh,Death,2015,13,14,92.86
Gurkeerat Singh,Death,2016,49,30,163.33
Gurkeerat Singh,Death,2019,42,23,182.61
Gurkeerat Singh,Death,2021,42,40,105.0
Gurkeerat Singh,Middle,2012,23,24,95.83
Gurkeerat Singh,Middle,2013,50,48,104.17
Gurkeerat Singh,Middle,2015,17,21,80.95
Gurkeerat Singh,Middle,2016,63,53,118.87
Gurkeerat Singh,Middle,2019,43,37,116.22
Gurkeerat Singh,Middle,2021,29,40,72.5
Gurkeerat Singh,Powerplay,2013,16,20,80.0
Gurkeerat Singh,Powerplay,2019,13,10,130.0
H Klaasen,Death,2018,45,31,145.16
H Klaasen,Death,2023,162,86,188.37
H Klaasen,Death,2024,195,91,214.29
H Klaasen,Death,2025,149,69,215.94
H Klaasen,Death,2026,185,104,177.88
H Klaasen,Middle,2023,247,147,168.03
H Klaasen,Middle,2024,269,179,150.28
H Klaasen,Middle,2025,309,188,164.36
H Klaasen,Middle,2026,418,265,157.74
H Klaasen,Powerplay,2023,36,18,200.0
H Klaasen,Powerplay,2025,26,22,118.18
H Klaasen,Powerplay,2026,21,21,100.0
HC Brook,Death,2023,36,25,144.0
HC Brook,Middle,2023,54,44,122.73
HC Brook,Powerplay,2023,96,84,114.29
HE van der Dussen,Death,2022,12,10,120.0
HE van der Dussen,Middle,2022,10,14,71.43
HH Gibbs,Death,2009,47,26,180.77
HH Gibbs,Death,2012,18,13,138.46
HH Gibbs,Middle,2008,69,55,125.45
HH Gibbs,Middle,2009,152,150,101.33
HH Gibbs,Middle,2010,122,115,106.09
HH Gibbs,Middle,2012,24,24,100.0
HH Gibbs,Powerplay,2008,98,98,100.0
HH Gibbs,Powerplay,2009,172,154,111.69
