bowler,phase,season,runs_conceded,legal_balls,wickets,overs,economy
S Aravind,Death,2017,83.0,51,3,8.5,9.76
S Aravind,Middle,2011,100.0,66,3,11.0,9.09
S Aravind,Middle,2012,24.0,6,0,1.0,24.0
S Aravind,Middle,2015,50.0,36,4,6.0,8.33
S Aravind,Middle,2016,40.0,36,3,6.0,6.67
S Aravind,Middle,2017,51.0,42,1,7.0,7.29
S Aravind,Powerplay,2011,161.0,144,8,24.0,6.71
S Aravind,Powerplay,2012,24.0,12,0,2.0,12.0
S Aravind,Powerplay,2015,82.0,72,6,12.0,6.83
S Aravind,Powerplay,2016,128.0,108,6,18.0,7.11
S Aravind,Powerplay,2017,141.0,90,1,15.0,9.4
S Badree,Death,2017,4.0,6,0,1.0,4.0
S Badree,Middle,2013,8.0,6,0,1.0,8.0
S Badree,Middle,2014,39.0,24,1,4.0,9.75
S Badree,Middle,2017,74.0,66,3,11.0,6.73
S Badree,Powerplay,2013,26.0,18,0,3.0,8.67
S Badree,Powerplay,2014,58.0,60,1,10.0,5.8
S Badree,Powerplay,2017,110.0,78,6,13.0,8.46
S Dhawan,Middle,2011,11.0,12,1,2.0,5.5
S Dhawan,Middle,2012,29.0,18,2,3.0,9.67
S Dhawan,Powerplay,2012,26.0,18,1,3.0,8.67
S Dube,Death,2021,48.0,30,4,5.0,9.6
S Dube,Death,2022,25.0,6,0,1.0,25.0
S Dube,Middle,2019,5.0,6,0,1.0,5.0
S Dube,Middle,2021,74.0,54,1,9.0,8.22
S Dube,Middle,2022,11.0,6,0,1.0,11.0
S Dube,Middle,2024,14.0,6,1,1.0,14.0
S Dube,Middle,2025,33.0,12,0,2.0,16.5
S Dube,Middle,2026,64.0,30,1,5.0,12.8
S Gopal,Death,2014,7.0,6,1,1.0,7.0
S Gopal,Death,2018,4.0,6,1,1.0,4.0
S Gopal,Death,2019,43.0,36,4,6.0,7.17
S Gopal,Death,2021,7.0,6,0,1.0,7.0
S Gopal,Middle,2014,102.0,72,4,12.0,8.5
S Gopal,Middle,2015,22.0,12,1,2.0,11.0
S Gopal,Middle,2016,18.0,18,0,3.0,6.0
S Gopal,Middle,2018,218.0,174,11,29.0,7.52
S Gopal,Middle,2019,264.0,222,11,37.0,7.14
S Gopal,Middle,2021,412.0,264,8,44.0,9.36
S Gopal,Middle,2022,34.0,18,1,3.0,11.33
S Gopal,Middle,2024,67.0,42,3,7.0,9.57
S Gopal,Powerplay,2014,4.0,6,1,1.0,4.0
S Gopal,Powerplay,2018,14.0,6,0,1.0,14.0
S Gopal,Powerplay,2019,40.0,30,5,5.0,8.0
S Gopal,Powerplay,2021,92.0,72,2,12.0,7.67
S Joseph,Middle,2024,22.0,12,0,2.0,11.0
S Joseph,Powerplay,2024,25.0,12,0,2.0,12.5
S Kaul,Death,2013,61.0,35,1,5.83,10.46
S Kaul,Death,2014,19.0,12,0,2.0,9.5
S Kaul,Death,2017,97.0,70,10,11.67,8.31
S Kaul,Death,2018,215.0,168,13,28.0,7.68
S Kaul,Death,2019,80.0,42,2,7.0,11.43
S Kaul,Death,2021,113.0,78,8,13.0,8.69
S Kaul,Death,2022,21.0,12,0,2.0,10.5
S Kaul,Middle,2013,57.0,42,2,7.0,8.14
S Kaul,Middle,2014,53.0,24,1,4.0,13.25
S Kaul,Middle,2017,99.0,78,3,13.0,7.62
S Kaul,Middle,2018,185.0,132,6,22.0,8.41
S Kaul,Middle,2019,120.0,96,4,16.0,7.5
S Kaul,Middle,2021,93.0,66,0,11.0,8.45
S Kaul,Middle,2022,8.0,6,0,1.0,8.0
S Kaul,Powerplay,2013,52.0,54,2,9.0,5.78
S Kaul,Powerplay,2014,54.0,42,1,7.0,7.71
S Kaul,Powerplay,2017,104.0,66,3,11.0,9.45
S Kaul,Powerplay,2018,147.0,96,5,16.0,9.19
S Kaul,Powerplay,2019,42.0,24,0,4.0,10.5
S Kaul,Powerplay,2021,105.0,60,2,10.0,10.5
S Kaul,Powerplay,2022,14.0,6,0,1.0,14.0
S Kaushik,Death,2016,57.0,24,0,4.0,14.25
S Kaushik,Middle,2016,123.0,108,6,18.0,6.83
S Kaushik,Middle,2017,80.0,54,0,9.0,8.89
S Kaushik,Powerplay,2016,12.0,6,0,1.0,12.0
S Kaushik,Powerplay,2017,25.0,12,0,2.0,12.5
S Ladda,Death,2010,58.0,30,3,5.0,11.6
S Ladda,Death,2011,14.0,6,0,1.0,14.0
S Ladda,Middle,2010,65.0,48,0,8.0,8.12
S Ladda,Middle,2011,28.0,18,0,3.0,9.33
S Ladda,Middle,2013,18.0,12,1,2.0,9.0
S Ladda,Middle,2016,14.0,6,0,1.0,14.0
S Ladda,Powerplay,2010,20.0,12,1,2.0,10.0
S Ladda,Powerplay,2016,7.0,6,0,1.0,7.0
S Lamichhane,Death,2018,15.0,12,0,2.0,7.5
S Lamichhane,Death,2019,37.0,18,1,3.0,12.33
S Lamichhane,Middle,2018,45.0,36,3,6.0,7.5
S Lamichhane,Middle,2019,95.0,72,5,12.0,7.92
S Lamichhane,Powerplay,2018,22.0,24,2,4.0,5.5
S Lamichhane,Powerplay,2019,78.0,48,3,8.0,9.75
S Midhun,Middle,2019,27.0,12,0,2.0,13.5
S Nadeem,Death,2011,26.0,12,0,2.0,13.0
S Nadeem,Death,2012,55.0,36,2,6.0,9.17
S Nadeem,Death,2013,13.0,12,1,2.0,6.5
S Nadeem,Death,2014,61.0,36,2,6.0,10.17
S Nadeem,Death,2016,13.0,12,0,2.0,6.5
S Nadeem,Death,2019,13.0,6,1,1.0,13.0
S Nadeem,Middle,2011,116.0,102,4,17.0,6.82
S Nadeem,Middle,2012,202.0,180,4,30.0,6.73
S Nadeem,Middle,2013,237.0,240,8,40.0,5.92
S Nadeem,Middle,2014,185.0,144,6,24.0,7.71
S Nadeem,Middle,2015,33.0,24,0,4.0,8.25
S Nadeem,Middle,2016,46.0,30,1,5.0,9.2
S Nadeem,Middle,2017,70.0,71,4,11.83,5.92
S Nadeem,Middle,2018,76.0,42,3,7.0,10.86
S Nadeem,Middle,2019,59.0,42,2,7.0,8.43
S Nadeem,Middle,2021,168.0,126,6,21.0,8.0
S Nadeem,Powerplay,2012,61.0,54,2,9.0,6.78
S Nadeem,Powerplay,2013,9.0,12,0,2.0,4.5
S Nadeem,Powerplay,2014,65.0,48,1,8.0,8.12
S Nadeem,Powerplay,2015,10.0,18,0,3.0,3.33
S Nadeem,Powerplay,2016,68.0,48,2,8.0,8.5
S Nadeem,Powerplay,2017,49.0,36,2,6.0,8.17
S Nadeem,Powerplay,2018,85.0,48,2,8.0,10.62
S Nadeem,Powerplay,2019,18.0,6,0,1.0,18.0
S Nadeem,Powerplay,2021,46.0,30,1,5.0,9.2
S Narwal,Death,2010,59.0,18,2,3.0,19.67
S Narwal,Middle,2010,38.0,22,0,3.67,10.35
S Narwal,Powerplay,2010,88.0,54,4,9.0,9.78
S Narwal,Powerplay,2013,17.0,12,0,2.0,8.5
S Rana,Middle,2014,16.0,12,0,2.0,8.0
S Randiv,Death,2011,27.0,18,3,3.0,9.0
S Randiv,Middle,2011,175.0,144,5,24.0,7.29
S Randiv,Powerplay,2011,21.0,12,0,2.0,10.5
S Sandeep Warrier,Middle,2019,20.0,18,0,3.0,6.67
S Sandeep Warrier,Middle,2021,10.0,6,0,1.0,10.0
S Sandeep Warrier,Middle,2024,15.0,6,0,1.0,15.0
S Sandeep Warrier,Powerplay,2019,65.0,54,2,9.0,7.22
S Sandeep Warrier,Powerplay,2021,39.0,24,0,4.0,9.75
S Sandeep Warrier,Powerplay,2024,104.0,60,6,10.0,10.4
S Sreesanth,Death,2008,89.0,61,6,10.17,8.75
S Sreesanth,Death,2009,61.0,18,1,3.0,20.33
S Sreesanth,Death,2010,17.0,12,1,2.0,8.5
S Sreesanth,Death,2011,48.0,29,0,4.83,9.94
S Sreesanth,Death,2013,29.0,16,1,2.67,10.86
S Sreesanth,Middle,2008,62.0,30,0,5.0,12.4
S Sreesanth,Middle,2009,43.0,54,4,9.0,4.78
S Sreesanth,Middle,2010,55.0,18,0,3.0,18.33
S Sreesanth,Middle,2011,28.0,30,0,5.0,5.6
S Sreesanth,Middle,2013,33.0,42,1,7.0,4.71
S Sreesanth,Powerplay,2008,291.0,216,13,36.0,8.08
S Sreesanth,Powerplay,2009,88.0,66,1,11.0,8.0
S Sreesanth,Powerplay,2010,119.0,84,4,14.0,8.5
S Sreesanth,Powerplay,2011,130.0,132,7,22.0,5.91
S Sreesanth,Powerplay,2013,101.0,72,4,12.0,8.42
S Sriram,Middle,2010,24.0,12,0,2.0,12.0
S Sriram,Middle,2011,25.0,6,0,1.0,25.0
S Tyagi,Death,2010,32.0,11,0,1.83,17.49
S Tyagi,Middle,2010,38.0,30,1,5.0,7.6
S Tyagi,Powerplay,2009,136.0,114,5,19.0,7.16
S Tyagi,Powerplay,2010,89.0,54,0,9.0,9.89
S Vidyut,Middle,2008,22.0,12,1,2.0,11.0
SA Abbott,Death,2022,18.0,6,0,1.0,18.0
SA Abbott,Middle,2015,19.0,12,0,2.0,9.5
SA Abbott,Middle,2022,12.0,6,0,1.0,12.0
SA Abbott,Powerplay,2015,38.0,18,0,3.0,12.67
SA Abbott,Powerplay,2022,17.0,12,1,2.0,8.5
SA Yadav,Powerplay,2014,8.0,6,0,1.0,8.0
SB Bangar,Death,2008,56.0,24,1,4.0,14.0
SB Bangar,Middle,2008,151.0,108,3,18.0,8.39
SB Bangar,Powerplay,2008,12.0,18,2,3.0,4.0
SB Jakati,Death,2009,45.0,36,5,6.0,7.5
SB Jakati,Death,2010,55.0,36,4,6.0,9.17
SB Jakati,Death,2011,42.0,31,0,5.17,8.12
SB Jakati,Death,2012,19.0,12,1,2.0,9.5
SB Jakati,Death,2016,26.0,12,1,2.0,13.0
SB Jakati,Middle,2009,162.0,132,8,22.0,7.36
SB Jakati,Middle,2010,234.0,186,11,31.0,7.55
SB Jakati,Middle,2011,283.0,228,10,38.0,7.45
SB Jakati,Middle,2012,269.0,192,8,32.0,8.41
SB Jakati,Middle,2014,4.0,6,0,1.0,4.0
SB Jakati,Middle,2016,117.0,90,1,15.0,7.8
SB Jakati,Middle,2017,40.0,24,0,4.0,10.0
SB Jakati,Powerplay,2009,10.0,6,0,1.0,10.0
SB Jakati,Powerplay,2010,2.0,6,0,1.0,2.0
SB Jakati,Powerplay,2011,11.0,6,0,1.0,11.0
SB Jakati,Powerplay,2012,48.0,42,1,7.0,6.86
SB Jakati,Powerplay,2014,20.0,12,0,2.0,10.0
SB Jakati,Powerplay,2016,35.0,18,0,3.0,11.67
SB Jakati,Powerplay,2017,12.0,6,0,1.0,12.0
SB Joshi,Death,2008,13.0,7,1,1.17,11.11
SB Joshi,Middle,2008,69.0,48,0,8.0,8.62
SB Styris,Death,2008,83.0,48,3,8.0,10.38
SB Styris,Death,2009,30.0,18,4,3.0,10.0
SB Styris,Middle,2008,71.0,72,0,12.0,5.92
SB Styris,Middle,2009,34.0,30,1,5.0,6.8
SB Styris,Middle,2011,13.0,6,0,1.0,13.0
SB Styris,Powerplay,2008,45.0,42,1,7.0,6.43
SB Wagh,Death,2011,27.0,12,1,2.0,13.5
SB Wagh,Powerplay,2010,16.0,6,1,1.0,16.0
SB Wagh,Powerplay,2011,94.0,84,3,14.0,6.71
SC Ganguly,Death,2012,32.0,12,0,2.0,16.0
SC Ganguly,Middle,2008,125.0,114,7,19.0,6.58
SC Ganguly,Middle,2009,81.0,66,2,11.0,7.36
SC Ganguly,Middle,2010,30.0,18,0,3.0,10.0
SC Ganguly,Middle,2012,63.0,48,3,8.0,7.88
SC Ganguly,Powerplay,2008,3.0,6,0,1.0,3.0
SC Ganguly,Powerplay,2009,16.0,6,0,1.0,16.0
SC Ganguly,Powerplay,2010,13.0,6,0,1.0,13.0
SC Kuggeleijn,Death,2019,33.0,24,2,4.0,8.25
SC Kuggeleijn,Middle,2019,27.0,18,0,3.0,9.0
SC Kuggeleijn,Powerplay,2019,11.0,6,0,1.0,11.0
SD Chitnis,Death,2008,9.0,6,1,1.0,9.0
SD Chitnis,Middle,2008,39.0,24,1,4.0,9.75
SD Chitnis,Powerplay,2008,12.0,6,0,1.0,12.0
SE Bond,Death,2010,87.0,54,2,9.0,9.67
SE Bond,Middle,2010,43.0,42,3,7.0,6.14
SE Bond,Powerplay,2010,94.0,90,4,15.0,6.27
SE Rutherford,Middle,2019,57.0,36,1,6.0,9.5
SH Johnson,Death,2024,38.0,30,2,5.0,7.6
SH Johnson,Death,2025,31.0,14,1,2.33,13.3
SH Johnson,Death,2026,13.0,6,0,1.0,13.0
SH Johnson,Middle,2024,61.0,30,1,5.0,12.2
SH Johnson,Middle,2025,16.0,6,0,1.0,16.0
SH Johnson,Middle,2026,21.0,18,2,3.0,7.0
SH Johnson,Powerplay,2024,52.0,36,1,6.0,8.67
SH Johnson,Powerplay,2025,86.0,48,0,8.0,10.75
SH Johnson,Powerplay,2026,78.0,42,0,7.0,11.14
SJ Srivastava,Death,2010,42.0,24,1,4.0,10.5
SJ Srivastava,Death,2011,46.0,30,5,5.0,9.2
SJ Srivastava,Middle,2010,83.0,48,1,8.0,10.38
SJ Srivastava,Middle,2011,61.0,48,3,8.0,7.62
SJ Srivastava,Powerplay,2010,130.0,90,4,15.0,8.67
SJ Srivastava,Powerplay,2011,79.0,42,1,7.0,11.29
SK Raina,Death,2009,41.0,30,2,5.0,8.2
SK Raina,Death,2010,56.0,42,1,7.0,8.0
SK Raina,Death,2011,55.0,33,4,5.5,10.0
SK Raina,Death,2012,9.0,6,0,1.0,9.0
SK Raina,Death,2014,26.0,18,1,3.0,8.67
SK Raina,Middle,2008,30.0,20,2,3.33,9.01
SK Raina,Middle,2009,120.0,130,5,21.67,5.54
SK Raina,Middle,2010,122.0,101,6,16.83,7.25
SK Raina,Middle,2011,146.0,132,1,22.0,6.64
SK Raina,Middle,2012,96.0,78,2,13.0,7.38
SK Raina,Middle,2013,23.0,12,1,2.0,11.5
SK Raina,Middle,2014,108.0,90,0,15.0,7.2
SK Raina,Middle,2015,93.0,72,3,12.0,7.75
SK Raina,Middle,2016,53.0,36,0,6.0,8.83
SK Raina,Middle,2017,52.0,36,0,6.0,8.67
SK Raina,Middle,2019,6.0,6,0,1.0,6.0
SK Raina,Powerplay,2009,3.0,6,1,1.0,3.0
SK Raina,Powerplay,2016,29.0,24,0,4.0,7.25
SK Raina,Powerplay,2017,50.0,36,1,6.0,8.33
SK Trivedi,Death,2008,63.0,48,6,8.0,7.88
SK Trivedi,Death,2009,56.0,36,1,6.0,9.33
SK Trivedi,Death,2010,87.0,57,5,9.5,9.16
SK Trivedi,Death,2011,94.0,64,9,10.67,8.81
SK Trivedi,Death,2012,104.0,66,3,11.0,9.45
SK Trivedi,Death,2013,53.0,35,1,5.83,9.09
SK Trivedi,Middle,2008,284.0,210,8,35.0,8.11
SK Trivedi,Middle,2009,52.0,48,1,8.0,6.5
SK Trivedi,Middle,2010,153.0,138,7,23.0,6.65
SK Trivedi,Middle,2011,140.0,114,3,19.0,7.37
SK Trivedi,Middle,2012,264.0,240,11,40.0,6.6
SK Trivedi,Middle,2013,357.0,324,11,54.0,6.61
SK Trivedi,Powerplay,2008,52.0,30,1,5.0,10.4
SK Trivedi,Powerplay,2009,44.0,36,4,6.0,7.33
SK Trivedi,Powerplay,2010,20.0,18,1,3.0,6.67
SK Trivedi,Powerplay,2011,69.0,36,1,6.0,11.5
SK Trivedi,Powerplay,2012,12.0,6,0,1.0,12.0
SK Warne,Death,2008,105.0,54,5,9.0,11.67
SK Warne,Death,2009,139.0,96,7,16.0,8.69
SK Warne,Death,2010,47.0,30,3,5.0,9.4
SK Warne,Death,2011,33.0,36,3,6.0,5.5
SK Warne,Middle,2008,299.0,258,15,43.0,6.95
SK Warne,Middle,2009,223.0,198,6,33.0,6.76
SK Warne,Middle,2010,310.0,258,9,43.0,7.21
SK Warne,Middle,2011,233.0,228,11,38.0,6.13
SK Warne,Powerplay,2009,3.0,6,1,1.0,3.0
SK Warne,Powerplay,2010,24.0,12,0,2.0,12.0
SK Warne,Powerplay,2011,31.0,18,0,3.0,10.33
SL Malinga,Death,2009,119.0,123,16,20.5,5.8
SL Malinga,Death,2010,131.0,108,10,18.0,7.28
SL Malinga,Death,2011,145.0,138,16,23.0,6.3
SL Malinga,Death,2012,185.0,147,18,24.5,7.55
SL Malinga,Death,2013,198.0,158,13,26.33,7.52
SL Malinga,Death,2014,131.0,103,14,17.17,7.63
SL Malinga,Death,2015,211.0,150,17,25.0,8.44
SL Malinga,Death,2017,127.0,71,4,11.83,10.74
SL Malinga,Death,2019,217.0,119,14,19.83,10.94
SL Malinga,Middle,2009,52.0,36,2,6.0,8.67
SL Malinga,Middle,2010,80.0,66,1,11.0,7.27
SL Malinga,Middle,2011,101.0,96,7,16.0,6.31
SL Malinga,Middle,2012,52.0,54,4,9.0,5.78
SL Malinga,Middle,2013,133.0,114,5,19.0,7.0
SL Malinga,Middle,2014,53.0,48,0,8.0,6.62
SL Malinga,Middle,2015,89.0,66,3,11.0,8.09
SL Malinga,Middle,2017,113.0,84,2,14.0,8.07
SL Malinga,Middle,2019,68.0,36,2,6.0,11.33
SL Malinga,Powerplay,2009,141.0,138,3,23.0,6.13
SL Malinga,Powerplay,2010,133.0,120,6,20.0,6.65
SL Malinga,Powerplay,2011,129.0,144,7,24.0,5.38
SL Malinga,Powerplay,2012,113.0,132,3,22.0,5.14
SL Malinga,Powerplay,2013,137.0,120,5,20.0,6.85
SL Malinga,Powerplay,2014,69.0,84,3,14.0,4.93
SL Malinga,Powerplay,2015,144.0,144,6,24.0,6.0
SL Malinga,Powerplay,2017,142.0,114,5,19.0,7.47
SL Malinga,Powerplay,2019,153.0,114,2,19.0,8.05
SM Boland,Death,2016,22.0,18,2,3.0,7.33
SM Boland,Middle,2016,10.0,6,0,1.0,10.0
SM Boland,Powerplay,2016,22.0,18,1,3.0,7.33
SM Curran,Death,2019,127.0,72,8,12.0,10.58
SM Curran,Death,2021,264.0,138,13,23.0,11.48
SM Curran,Death,2023,171.0,101,8,16.83,10.16
SM Curran,Death,2024,156.0,72,7,12.0,13.0
SM Curran,Death,2025,19.0,6,0,1.0,19.0
SM Curran,Middle,2019,100.0,66,2,11.0,9.09
SM Curran,Middle,2021,80.0,48,3,8.0,10.0
SM Curran,Middle,2023,153.0,72,3,12.0,12.75
SM Curran,Middle,2024,95.0,60,6,10.0,9.5
SM Curran,Middle,2025,86.0,48,1,8.0,10.75
SM Curran,Powerplay,2019,96.0,60,1,10.0,9.6
SM Curran,Powerplay,2021,328.0,264,8,44.0,7.45
SM Curran,Powerplay,2023,165.0,114,0,19.0,8.68
SM Curran,Powerplay,2024,165.0,114,3,19.0,8.68
SM Curran,Powerplay,2025,28.0,18,0,3.0,9.33
SM Harwood,Death,2009,46.0,24,1,4.0,11.5
SM Harwood,Middle,2009,20.0,18,1,3.0,6.67
SM Harwood,Powerplay,2009,7.0,18,1,3.0,2.33
SM Pollock,Death,2008,8.0,6,0,1.0,8.0
SM Pollock,Middle,2008,84.0,66,4,11.0,7.64
SM Pollock,Powerplay,2008,209.0,204,9,34.0,6.15
SMSM Senanayake,Death,2013,33.0,24,2,4.0,8.25
SMSM Senanayake,Middle,2013,66.0,42,3,7.0,9.43
SMSM Senanayake,Powerplay,2013,110.0,126,4,21.0,5.24
SN Thakur,Death,2017,64.0,37,3,6.17,10.37
SN Thakur,Death,2018,229.0,118,11,19.67,11.64
SN Thakur,Death,2019,113.0,66,4,11.0,10.27
SN Thakur,Death,2021,317.0,203,15,33.83,9.37
SN Thakur,Death,2022,206.0,104,8,17.33,11.89
SN Thakur,Death,2023,88.0,47,3,7.83,11.24
SN Thakur,Death,2024,120.0,72,4,12.0,10.0
SN Thakur,Death,2025,129.0,66,8,11.0,11.73
SN Thakur,Death,2026,73.0,36,4,6.0,12.17
SN Thakur,Middle,2015,19.0,12,1,2.0,9.5
SN Thakur,Middle,2017,127.0,102,5,17.0,7.47
SN Thakur,Middle,2018,85.0,66,3,11.0,7.73
SN Thakur,Middle,2019,14.0,18,2,3.0,4.67
SN Thakur,Middle,2021,323.0,236,10,39.33,8.21
SN Thakur,Middle,2022,93.0,66,4,11.0,8.45
SN Thakur,Middle,2023,82.0,55,3,9.17,8.94
SN Thakur,Middle,2024,83.0,60,1,10.0,8.3
SN Thakur,Middle,2025,69.0,42,2,7.0,9.86
SN Thakur,Middle,2026,138.0,72,6,12.0,11.5
SN Thakur,Powerplay,2015,19.0,6,0,1.0,19.0
SN Thakur,Powerplay,2017,124.0,90,5,15.0,8.27
SN Thakur,Powerplay,2018,117.0,96,3,16.0,7.31
SN Thakur,Powerplay,2019,154.0,96,3,16.0,9.62
SN Thakur,Powerplay,2021,162.0,114,7,19.0,8.53
SN Thakur,Powerplay,2022,174.0,120,4,20.0,8.7
SN Thakur,Powerplay,2023,50.0,24,1,4.0,12.5
SN Thakur,Powerplay,2024,106.0,58,0,9.67,10.96
SN Thakur,Powerplay,2025,177.0,96,5,16.0,11.06
SN Thakur,Powerplay,2026,59.0,24,2,4.0,14.75
SP Narine,Death,2012,183.0,157,21,26.17,6.99
SP Narine,Death,2013,164.0,150,16,25.0,6.56
SP Narine,Death,2014,181.0,168,15,28.0,6.46
SP Narine,Death,2015,112.0,60,3,10.0,11.2
SP Narine,Death,2016,64.0,46,2,7.67,8.34
SP Narine,Death,2017,72.0,72,3,12.0,6.0
SP Narine,Death,2018,136.0,90,3,15.0,9.07
SP Narine,Death,2019,83.0,50,2,8.33,9.96
SP Narine,Death,2021,123.0,96,10,16.0,7.69
SP Narine,Death,2022,46.0,60,2,10.0,4.6
SP Narine,Death,2023,69.0,48,3,8.0,8.62
SP Narine,Death,2024,27.0,24,3,4.0,6.75
SP Narine,Death,2025,27.0,30,2,5.0,5.4
SP Narine,Death,2026,49.0,54,9,9.0,5.44
SP Narine,Middle,2012,69.0,102,5,17.0,4.06
SP Narine,Middle,2013,113.0,144,7,24.0,4.71
SP Narine,Middle,2014,142.0,126,4,21.0,6.76
SP Narine,Middle,2015,90.0,90,2,15.0,6.0
SP Narine,Middle,2016,165.0,150,8,25.0,6.6
SP Narine,Middle,2017,201.0,168,6,28.0,7.18
SP Narine,Middle,2018,185.0,168,12,28.0,6.61
SP Narine,Middle,2019,188.0,126,3,21.0,8.95
SP Narine,Middle,2021,376.0,372,14,62.0,6.06
SP Narine,Middle,2022,212.0,228,8,38.0,5.58
SP Narine,Middle,2023,245.0,198,6,33.0,7.42
SP Narine,Middle,2024,277.0,264,14,44.0,6.3
SP Narine,Middle,2025,324.0,240,10,40.0,8.1
SP Narine,Middle,2026,194.0,180,4,30.0,6.47
SP Narine,Powerplay,2012,72.0,96,3,16.0,4.5
SP Narine,Powerplay,2013,73.0,90,3,15.0,4.87
SP Narine,Powerplay,2014,95.0,96,3,16.0,5.94
SP Narine,Powerplay,2015,32.0,42,2,7.0,4.57
SP Narine,Powerplay,2016,75.0,60,3,10.0,7.5
SP Narine,Powerplay,2017,139.0,114,3,19.0,7.32
SP Narine,Powerplay,2018,146.0,108,2,18.0,8.11
SP Narine,Powerplay,2019,76.0,90,6,15.0,5.07
SP Narine,Powerplay,2021,164.0,96,0,16.0,10.25
SP Narine,Powerplay,2022,54.0,48,0,8.0,6.75
SP Narine,Powerplay,2023,69.0,42,2,7.0,9.86
SP Narine,Powerplay,2024,64.0,42,1,7.0,9.14
SP Narine,Powerplay,2026,97.0,75,4,12.5,7.76
SR Dubey,Death,2026,44.0,25,2,4.17,10.55
SR Dubey,Powerplay,2026,62.0,52,3,8.67,7.15
SR Tendulkar,Death,2009,19.0,6,0,1.0,19.0
SR Tendulkar,Middle,2009,39.0,30,0,5.0,7.8
SR Watson,Death,2008,123.0,79,9,13.17,9.34
SR Watson,Death,2010,78.0,42,3,7.0,11.14
SR Watson,Death,2011,75.0,60,4,10.0,7.5
SR Watson,Death,2012,56.0,42,3,7.0,8.0
SR Watson,Death,2013,99.0,70,8,11.67,8.48
SR Watson,Death,2014,45.0,30,2,5.0,9.0
SR Watson,Death,2015,98.0,48,5,8.0,12.25
SR Watson,Death,2016,245.0,135,16,22.5,10.89
SR Watson,Death,2017,97.0,53,4,8.83,10.99
SR Watson,Death,2018,34.0,18,1,3.0,11.33
SR Watson,Middle,2008,49.0,54,2,9.0,5.44
SR Watson,Middle,2010,19.0,24,0,4.0,4.75
SR Watson,Middle,2011,76.0,66,0,11.0,6.91
SR Watson,Middle,2012,12.0,12,1,2.0,6.0
SR Watson,Middle,2013,99.0,90,3,15.0,6.6
SR Watson,Middle,2014,37.0,30,3,5.0,7.4
SR Watson,Middle,2015,134.0,84,0,14.0,9.57
SR Watson,Middle,2016,116.0,96,3,16.0,7.25
SR Watson,Middle,2017,93.0,78,0,13.0,7.15
SR Watson,Middle,2018,111.0,84,5,14.0,7.93
SR Watson,Powerplay,2008,211.0,192,9,32.0,6.59
SR Watson,Powerplay,2010,87.0,66,4,11.0,7.91
SR Watson,Powerplay,2011,90.0,90,4,15.0,6.0
SR Watson,Powerplay,2012,93.0,84,2,14.0,6.64
SR Watson,Powerplay,2013,100.0,90,5,15.0,6.67
SR Watson,Powerplay,2014,83.0,66,2,11.0,7.55
SR Watson,Powerplay,2015,37.0,42,3,7.0,5.29
SR Watson,Powerplay,2016,124.0,108,4,18.0,6.89
SR Watson,Powerplay,2017,55.0,30,1,5.0,11.0
SR Watson,Powerplay,2018,106.0,66,1,11.0,9.64
SS Agarwal,Middle,2017,31.0,18,1,3.0,10.33
SS Agarwal,Powerplay,2017,11.0,6,0,1.0,11.0
SS Cottrell,Death,2021,48.0,18,2,3.0,16.0
SS Cottrell,Middle,2021,20.0,18,0,3.0,6.67
SS Cottrell,Powerplay,2021,108.0,84,4,14.0,7.71
SS Iyer,Death,2022,7.0,6,0,1.0,7.0
SS Mishra,Death,2026,12.0,8,1,1.33,9.02
SS Mishra,Middle,2026,42.0,24,1,4.0,10.5
SS Mishra,Powerplay,2026,13.0,6,0,1.0,13.0
SS Mundhe,Powerplay,2011,6.0,6,1,1.0,6.0
SS Sarkar,Death,2009,13.0,13,1,2.17,5.99
SS Sarkar,Middle,2009,6.0,6,0,1.0,6.0
SS Sarkar,Powerplay,2009,15.0,6,0,1.0,15.0
SSB Magala,Death,2023,9.0,12,1,2.0,4.5
SSB Magala,Middle,2023,14.0,12,0,2.0,7.0
SSB Magala,Powerplay,2023,28.0,12,0,2.0,14.0
ST Jayasuriya,Death,2008,25.0,18,1,3.0,8.33
ST Jayasuriya,Death,2009,41.0,30,3,5.0,8.2
ST Jayasuriya,Death,2010,20.0,12,0,2.0,10.0
ST Jayasuriya,Middle,2008,124.0,102,4,17.0,7.29
ST Jayasuriya,Middle,2009,122.0,84,5,14.0,8.71
ST Jayasuriya,Middle,2010,48.0,42,3,7.0,6.86
ST Jayasuriya,Powerplay,2008,10.0,6,0,1.0,10.0
STR Binny,Death,2011,14.0,6,0,1.0,14.0
STR Binny,Death,2012,33.0,24,1,4.0,8.25
STR Binny,Death,2013,39.0,24,2,4.0,9.75
STR Binny,Death,2014,11.0,6,0,1.0,11.0
STR Binny,Middle,2010,9.0,6,0,1.0,9.0
STR Binny,Middle,2011,30.0,18,0,3.0,10.0
STR Binny,Middle,2012,33.0,30,2,5.0,6.6
STR Binny,Middle,2013,122.0,114,5,19.0,6.42
STR Binny,Middle,2014,36.0,30,2,5.0,7.2
STR Binny,Middle,2015,106.0,90,5,15.0,7.07
STR Binny,Middle,2016,37.0,30,0,5.0,7.4
STR Binny,Middle,2017,38.0,24,2,4.0,9.5
STR Binny,Middle,2018,19.0,6,0,1.0,19.0
STR Binny,Middle,2019,38.0,30,1,5.0,7.6
