bowler,phase,season,runs_conceded,legal_balls,wickets,overs,economy
Imran Tahir,Death,2015,157.0,93,13,15.5,10.13
Imran Tahir,Death,2016,45.0,30,3,5.0,9.0
Imran Tahir,Death,2017,97.0,60,2,10.0,9.7
Imran Tahir,Death,2018,17.0,16,0,2.67,6.37
Imran Tahir,Death,2019,118.0,80,2,13.33,8.85
Imran Tahir,Death,2021,12.0,6,0,1.0,12.0
Imran Tahir,Middle,2014,123.0,83,5,13.83,8.89
Imran Tahir,Middle,2015,149.0,114,2,19.0,7.84
Imran Tahir,Middle,2016,93.0,66,2,11.0,8.45
Imran Tahir,Middle,2017,233.0,198,14,33.0,7.06
Imran Tahir,Middle,2018,159.0,102,6,17.0,9.35
Imran Tahir,Middle,2019,299.0,300,24,50.0,5.98
Imran Tahir,Middle,2021,75.0,78,4,13.0,5.77
Imran Tahir,Powerplay,2014,7.0,6,0,1.0,7.0
Imran Tahir,Powerplay,2015,8.0,6,0,1.0,8.0
Imran Tahir,Powerplay,2017,39.0,24,3,4.0,9.75
Imran Tahir,Powerplay,2018,12.0,6,0,1.0,12.0
Imran Tahir,Powerplay,2019,14.0,6,0,1.0,14.0
Imran Tahir,Powerplay,2021,5.0,6,0,1.0,5.0
Iqbal Abdulla,Death,2010,11.0,12,2,2.0,5.5
Iqbal Abdulla,Death,2011,54.0,42,1,7.0,7.71
Iqbal Abdulla,Death,2012,8.0,6,0,1.0,8.0
Iqbal Abdulla,Death,2013,18.0,11,1,1.83,9.84
Iqbal Abdulla,Death,2015,31.0,24,2,4.0,7.75
Iqbal Abdulla,Death,2016,50.0,24,1,4.0,12.5
Iqbal Abdulla,Middle,2008,22.0,18,1,3.0,7.33
Iqbal Abdulla,Middle,2010,50.0,39,0,6.5,7.69
Iqbal Abdulla,Middle,2011,143.0,132,8,22.0,6.5
Iqbal Abdulla,Middle,2012,62.0,66,2,11.0,5.64
Iqbal Abdulla,Middle,2013,97.0,78,5,13.0,7.46
Iqbal Abdulla,Middle,2014,8.0,6,0,1.0,8.0
Iqbal Abdulla,Middle,2015,103.0,72,2,12.0,8.58
Iqbal Abdulla,Middle,2016,125.0,96,3,16.0,7.81
Iqbal Abdulla,Middle,2017,36.0,18,2,3.0,12.0
Iqbal Abdulla,Powerplay,2011,108.0,126,9,21.0,5.14
Iqbal Abdulla,Powerplay,2012,74.0,60,2,10.0,7.4
Iqbal Abdulla,Powerplay,2013,27.0,24,1,4.0,6.75
Iqbal Abdulla,Powerplay,2014,9.0,6,0,1.0,9.0
Iqbal Abdulla,Powerplay,2015,16.0,18,0,3.0,5.33
Iqbal Abdulla,Powerplay,2016,38.0,30,3,5.0,7.6
Iqbal Abdulla,Powerplay,2017,19.0,12,0,2.0,9.5
J Botha,Death,2009,35.0,24,2,4.0,8.75
J Botha,Death,2011,32.0,30,3,5.0,6.4
J Botha,Death,2012,41.0,36,3,6.0,6.83
J Botha,Death,2015,25.0,12,1,2.0,12.5
J Botha,Middle,2009,39.0,48,3,8.0,4.88
J Botha,Middle,2011,116.0,114,1,19.0,6.11
J Botha,Middle,2012,154.0,144,6,24.0,6.42
J Botha,Middle,2013,81.0,78,4,13.0,6.23
J Botha,Middle,2015,21.0,12,0,2.0,10.5
J Botha,Powerplay,2011,91.0,72,3,12.0,7.58
J Botha,Powerplay,2012,102.0,66,0,11.0,9.27
J Botha,Powerplay,2013,25.0,18,1,3.0,8.33
J Botha,Powerplay,2015,35.0,36,0,6.0,5.83
J Little,Death,2023,89.0,54,2,9.0,9.89
J Little,Middle,2023,118.0,84,5,14.0,8.43
J Little,Middle,2024,11.0,12,3,2.0,5.5
J Little,Powerplay,2023,87.0,66,2,11.0,7.91
J Little,Powerplay,2024,34.0,12,1,2.0,17.0
J Overton,Death,2026,111.0,66,5,11.0,10.09
J Overton,Middle,2025,24.0,12,0,2.0,12.0
J Overton,Middle,2026,121.0,96,9,16.0,7.56
J Overton,Powerplay,2025,59.0,24,0,4.0,14.75
J Overton,Powerplay,2026,17.0,6,0,1.0,17.0
J Suchith,Death,2015,10.0,6,0,1.0,10.0
J Suchith,Death,2022,17.0,6,1,1.0,17.0
J Suchith,Middle,2015,258.0,192,9,32.0,8.06
J Suchith,Middle,2016,31.0,12,0,2.0,15.5
J Suchith,Middle,2019,23.0,12,1,2.0,11.5
J Suchith,Middle,2021,63.0,36,1,6.0,10.5
J Suchith,Middle,2022,96.0,84,5,14.0,6.86
J Suchith,Powerplay,2015,69.0,36,1,6.0,11.5
J Suchith,Powerplay,2019,5.0,12,1,2.0,2.5
J Suchith,Powerplay,2021,3.0,6,0,1.0,3.0
J Suchith,Powerplay,2022,27.0,18,1,3.0,9.0
J Syed Mohammad,Death,2011,33.0,18,1,3.0,11.0
J Syed Mohammad,Middle,2011,80.0,54,3,9.0,8.89
J Syed Mohammad,Middle,2012,65.0,42,1,7.0,9.29
J Syed Mohammad,Middle,2013,91.0,60,4,10.0,9.1
J Syed Mohammad,Powerplay,2011,14.0,18,1,3.0,4.67
J Theron,Death,2010,80.0,66,3,11.0,7.27
J Theron,Death,2012,41.0,24,2,4.0,10.25
J Theron,Death,2015,24.0,12,1,2.0,12.0
J Theron,Middle,2010,50.0,42,4,7.0,7.14
J Theron,Middle,2012,3.0,6,0,1.0,3.0
J Theron,Middle,2015,4.0,6,0,1.0,4.0
J Theron,Powerplay,2010,66.0,41,2,6.83,9.66
J Theron,Powerplay,2012,22.0,18,1,3.0,7.33
J Theron,Powerplay,2015,12.0,6,0,1.0,12.0
J Yadav,Death,2016,12.0,6,1,1.0,12.0
J Yadav,Death,2021,7.0,6,0,1.0,7.0
J Yadav,Death,2023,3.0,6,0,1.0,3.0
J Yadav,Middle,2015,19.0,30,2,5.0,3.8
J Yadav,Middle,2016,50.0,48,1,8.0,6.25
J Yadav,Middle,2017,12.0,12,0,2.0,6.0
J Yadav,Middle,2019,28.0,24,0,4.0,7.0
J Yadav,Middle,2021,102.0,90,1,15.0,6.8
J Yadav,Middle,2023,7.0,6,0,1.0,7.0
J Yadav,Powerplay,2015,10.0,12,0,2.0,5.0
J Yadav,Powerplay,2016,63.0,48,0,8.0,7.88
J Yadav,Powerplay,2017,30.0,24,0,4.0,7.5
J Yadav,Powerplay,2019,22.0,18,1,3.0,7.33
J Yadav,Powerplay,2021,64.0,48,3,8.0,8.0
J Yadav,Powerplay,2023,16.0,12,0,2.0,8.0
JA Duffy,Death,2026,35.0,12,0,2.0,17.5
JA Duffy,Middle,2026,70.0,54,3,9.0,7.78
JA Duffy,Powerplay,2026,158.0,78,6,13.0,12.15
JA Morkel,Death,2008,139.0,90,13,15.0,9.27
JA Morkel,Death,2009,71.0,42,3,7.0,10.14
JA Morkel,Death,2010,102.0,70,7,11.67,8.74
JA Morkel,Death,2011,78.0,42,7,7.0,11.14
JA Morkel,Death,2012,53.0,39,5,6.5,8.15
JA Morkel,Death,2013,21.0,18,2,3.0,7.0
JA Morkel,Death,2015,32.0,18,1,3.0,10.67
JA Morkel,Death,2016,11.0,6,1,1.0,11.0
JA Morkel,Middle,2008,142.0,126,5,21.0,6.76
JA Morkel,Middle,2009,39.0,30,1,5.0,7.8
JA Morkel,Middle,2010,143.0,108,3,18.0,7.94
JA Morkel,Middle,2011,67.0,54,3,9.0,7.44
JA Morkel,Middle,2012,98.0,90,4,15.0,6.53
JA Morkel,Middle,2013,39.0,42,3,7.0,5.57
JA Morkel,Middle,2014,19.0,18,1,3.0,6.33
JA Morkel,Middle,2015,37.0,30,2,5.0,7.4
JA Morkel,Powerplay,2008,118.0,72,2,12.0,9.83
JA Morkel,Powerplay,2009,218.0,168,11,28.0,7.79
JA Morkel,Powerplay,2010,160.0,108,4,18.0,8.89
JA Morkel,Powerplay,2011,237.0,174,6,29.0,8.17
JA Morkel,Powerplay,2012,234.0,168,4,28.0,8.36
JA Morkel,Powerplay,2013,99.0,84,3,14.0,7.07
JA Morkel,Powerplay,2014,107.0,78,3,13.0,8.23
JA Morkel,Powerplay,2015,40.0,24,0,4.0,10.0
JA Morkel,Powerplay,2016,55.0,24,2,4.0,13.75
JA Richardson,Death,2021,27.0,12,1,2.0,13.5
JA Richardson,Death,2024,12.0,6,0,1.0,12.0
JA Richardson,Middle,2021,54.0,30,2,5.0,10.8
JA Richardson,Middle,2024,15.0,12,0,2.0,7.5
JA Richardson,Powerplay,2021,36.0,24,0,4.0,9.0
JA Richardson,Powerplay,2024,13.0,6,0,1.0,13.0
JC Archer,Death,2018,145.0,101,7,16.83,8.62
JC Archer,Death,2019,168.0,114,7,19.0,8.84
JC Archer,Death,2021,203.0,124,6,20.67,9.82
JC Archer,Death,2023,69.0,30,1,5.0,13.8
JC Archer,Death,2025,173.0,87,5,14.5,11.93
JC Archer,Death,2026,159.0,102,9,17.0,9.35
JC Archer,Middle,2018,64.0,42,4,7.0,9.14
JC Archer,Middle,2019,47.0,48,2,8.0,5.88
JC Archer,Middle,2021,49.0,54,4,9.0,5.44
JC Archer,Middle,2023,47.0,36,1,6.0,7.83
JC Archer,Middle,2025,55.0,36,1,6.0,9.17
JC Archer,Middle,2026,60.0,54,5,9.0,6.67
JC Archer,Powerplay,2018,116.0,90,4,15.0,7.73
JC Archer,Powerplay,2019,76.0,96,3,16.0,4.75
JC Archer,Powerplay,2021,113.0,156,10,26.0,4.35
JC Archer,Powerplay,2023,74.0,54,0,9.0,8.22
JC Archer,Powerplay,2025,203.0,150,6,25.0,8.12
JC Archer,Powerplay,2026,340.0,204,15,34.0,10.0
JD Ryder,Death,2009,25.0,12,0,2.0,12.5
JD Ryder,Death,2011,30.0,14,2,2.33,12.88
JD Ryder,Middle,2009,83.0,84,5,14.0,5.93
JD Ryder,Middle,2011,88.0,78,3,13.0,6.77
JD Ryder,Middle,2012,70.0,42,1,7.0,10.0
JD Ryder,Powerplay,2009,7.0,6,0,1.0,7.0
JD Unadkat,Death,2010,23.0,14,1,2.33,9.87
JD Unadkat,Death,2011,39.0,24,2,4.0,9.75
JD Unadkat,Death,2012,11.0,6,0,1.0,11.0
JD Unadkat,Death,2013,67.0,48,5,8.0,8.38
JD Unadkat,Death,2014,135.0,67,4,11.17,12.09
JD Unadkat,Death,2016,22.0,6,0,1.0,22.0
JD Unadkat,Death,2017,153.0,113,18,18.83,8.13
JD Unadkat,Death,2018,199.0,110,8,18.33,10.86
JD Unadkat,Death,2019,187.0,86,6,14.33,13.05
JD Unadkat,Death,2021,92.0,42,4,7.0,13.14
JD Unadkat,Death,2022,90.0,42,4,7.0,12.86
JD Unadkat,Death,2023,44.0,18,1,3.0,14.67
JD Unadkat,Death,2024,85.0,43,2,7.17,11.85
JD Unadkat,Death,2025,25.0,23,7,3.83,6.53
JD Unadkat,Death,2026,42.0,23,2,3.83,10.97
JD Unadkat,Middle,2010,17.0,24,3,4.0,4.25
JD Unadkat,Middle,2011,39.0,36,2,6.0,6.5
JD Unadkat,Middle,2012,21.0,12,0,2.0,10.5
JD Unadkat,Middle,2013,209.0,150,3,25.0,8.36
JD Unadkat,Middle,2014,71.0,60,4,10.0,7.1
JD Unadkat,Middle,2015,15.0,6,0,1.0,15.0
JD Unadkat,Middle,2017,32.0,30,2,5.0,6.4
JD Unadkat,Middle,2018,142.0,102,2,17.0,8.35
JD Unadkat,Middle,2019,157.0,90,2,15.0,10.47
JD Unadkat,Middle,2021,125.0,84,1,14.0,8.93
JD Unadkat,Middle,2022,54.0,42,3,7.0,7.71
JD Unadkat,Middle,2023,14.0,6,0,1.0,14.0
JD Unadkat,Middle,2024,205.0,132,7,22.0,9.32
JD Unadkat,Middle,2025,55.0,48,2,8.0,6.88
JD Unadkat,Middle,2026,15.0,12,0,2.0,7.5
JD Unadkat,Powerplay,2010,45.0,24,0,4.0,11.25
JD Unadkat,Powerplay,2011,72.0,48,2,8.0,9.0
JD Unadkat,Powerplay,2013,94.0,96,5,16.0,5.88
JD Unadkat,Powerplay,2014,64.0,60,2,10.0,6.4
JD Unadkat,Powerplay,2015,15.0,12,0,2.0,7.5
JD Unadkat,Powerplay,2016,27.0,12,0,2.0,13.5
JD Unadkat,Powerplay,2017,137.0,132,7,22.0,6.23
JD Unadkat,Powerplay,2018,145.0,90,2,15.0,9.67
JD Unadkat,Powerplay,2019,54.0,48,3,8.0,6.75
JD Unadkat,Powerplay,2021,179.0,144,4,24.0,7.46
JD Unadkat,Powerplay,2022,46.0,36,0,6.0,7.67
JD Unadkat,Powerplay,2023,34.0,24,0,4.0,8.5
JD Unadkat,Powerplay,2024,29.0,12,0,2.0,14.5
JD Unadkat,Powerplay,2025,95.0,72,3,12.0,7.92
JD Unadkat,Powerplay,2026,83.0,42,2,7.0,11.86
JDP Oram,Death,2008,36.0,24,3,4.0,9.0
JDP Oram,Death,2009,53.0,39,5,6.5,8.15
JDP Oram,Death,2013,11.0,12,0,2.0,5.5
JDP Oram,Middle,2008,8.0,6,0,1.0,8.0
JDP Oram,Middle,2009,62.0,42,1,7.0,8.86
JDP Oram,Middle,2013,8.0,6,0,1.0,8.0
JDP Oram,Powerplay,2008,105.0,66,3,11.0,9.55
JDP Oram,Powerplay,2009,18.0,12,0,2.0,9.0
JDP Oram,Powerplay,2011,45.0,24,1,4.0,11.25
JDP Oram,Powerplay,2013,3.0,6,0,1.0,3.0
JDS Neesham,Death,2021,40.0,12,0,2.0,20.0
JDS Neesham,Middle,2014,77.0,48,1,8.0,9.62
JDS Neesham,Middle,2021,137.0,108,6,18.0,7.61
JDS Neesham,Middle,2022,17.0,12,0,2.0,8.5
JDS Neesham,Powerplay,2014,14.0,6,0,1.0,14.0
JDS Neesham,Powerplay,2021,37.0,24,1,4.0,9.25
JDS Neesham,Powerplay,2022,12.0,6,0,1.0,12.0
JE Root,Middle,2023,14.0,12,0,2.0,7.0
JE Taylor,Death,2011,87.0,51,6,8.5,10.24
JE Taylor,Middle,2011,19.0,18,0,3.0,6.33
JE Taylor,Powerplay,2011,51.0,48,0,8.0,6.38
JEC Franklin,Death,2011,33.0,18,3,3.0,11.0
JEC Franklin,Death,2012,9.0,6,0,1.0,9.0
JEC Franklin,Middle,2011,66.0,43,0,7.17,9.21
JEC Franklin,Middle,2012,96.0,72,5,12.0,8.0
JEC Franklin,Powerplay,2012,16.0,12,1,2.0,8.0
JH Kallis,Death,2008,99.0,54,2,9.0,11.0
JH Kallis,Death,2009,66.0,24,1,4.0,16.5
JH Kallis,Death,2010,138.0,84,5,14.0,9.86
JH Kallis,Death,2011,62.0,42,4,7.0,8.86
JH Kallis,Death,2012,91.0,54,5,9.0,10.11
JH Kallis,Death,2013,137.0,90,11,15.0,9.13
JH Kallis,Death,2014,11.0,12,0,2.0,5.5
JH Kallis,Middle,2008,151.0,116,2,19.33,7.81
JH Kallis,Middle,2009,85.0,78,2,13.0,6.54
JH Kallis,Middle,2010,219.0,168,5,28.0,7.82
JH Kallis,Middle,2011,67.0,72,4,12.0,5.58
JH Kallis,Middle,2012,195.0,156,4,26.0,7.5
JH Kallis,Middle,2013,195.0,174,6,29.0,6.72
JH Kallis,Middle,2014,145.0,102,3,17.0,8.53
JH Kallis,Powerplay,2008,61.0,36,0,6.0,10.17
JH Kallis,Powerplay,2009,202.0,174,4,29.0,6.97
JH Kallis,Powerplay,2010,119.0,90,5,15.0,7.93
JH Kallis,Powerplay,2011,41.0,30,1,5.0,8.2
JH Kallis,Powerplay,2012,117.0,114,7,19.0,6.16
JH Kallis,Powerplay,2013,62.0,54,2,9.0,6.89
JH Kallis,Powerplay,2014,30.0,18,1,3.0,10.0
JJ Bumrah,Death,2013,13.0,6,0,1.0,13.0
JJ Bumrah,Death,2014,127.0,82,3,13.67,9.29
JJ Bumrah,Death,2015,86.0,30,1,5.0,17.2
JJ Bumrah,Death,2016,216.0,138,10,23.0,9.39
JJ Bumrah,Death,2017,236.0,164,13,27.33,8.64
JJ Bumrah,Death,2018,166.0,126,13,21.0,7.9
JJ Bumrah,Death,2019,230.0,178,14,29.67,7.75
JJ Bumrah,Death,2021,392.0,306,28,51.0,7.69
JJ Bumrah,Death,2022,148.0,116,8,19.33,7.66
JJ Bumrah,Death,2024,109.0,101,11,16.83,6.48
JJ Bumrah,Death,2025,114.0,98,13,16.33,6.98
JJ Bumrah,Death,2026,106.0,78,1,13.0,8.15
JJ Bumrah,Middle,2013,20.0,18,2,3.0,6.67
JJ Bumrah,Middle,2014,73.0,66,3,11.0,6.64
JJ Bumrah,Middle,2015,62.0,36,2,6.0,10.33
JJ Bumrah,Middle,2016,69.0,72,6,12.0,5.75
JJ Bumrah,Middle,2017,106.0,90,4,15.0,7.07
JJ Bumrah,Middle,2018,88.0,90,2,15.0,5.87
JJ Bumrah,Middle,2019,71.0,78,4,13.0,5.46
JJ Bumrah,Middle,2021,174.0,162,12,27.0,6.44
JJ Bumrah,Middle,2022,97.0,78,3,13.0,7.46
JJ Bumrah,Middle,2024,101.0,84,4,14.0,7.21
JJ Bumrah,Middle,2025,79.0,96,4,16.0,4.94
JJ Bumrah,Middle,2026,93.0,72,1,12.0,7.75
JJ Bumrah,Powerplay,2013,37.0,18,1,3.0,12.33
JJ Bumrah,Powerplay,2014,101.0,90,0,15.0,6.73
JJ Bumrah,Powerplay,2015,36.0,24,0,4.0,9.0
JJ Bumrah,Powerplay,2016,121.0,102,2,17.0,7.12
JJ Bumrah,Powerplay,2017,102.0,108,6,18.0,5.67
JJ Bumrah,Powerplay,2018,118.0,108,2,18.0,6.56
JJ Bumrah,Powerplay,2019,116.0,118,5,19.67,5.9
JJ Bumrah,Powerplay,2021,264.0,234,12,39.0,6.77
JJ Bumrah,Powerplay,2022,138.0,126,5,21.0,6.57
JJ Bumrah,Powerplay,2024,126.0,126,6,21.0,6.0
JJ Bumrah,Powerplay,2025,123.0,90,4,15.0,8.2
JJ Bumrah,Powerplay,2026,211.0,144,3,24.0,8.79
JJ van der Wath,Death,2011,44.0,24,2,4.0,11.0
JJ van der Wath,Middle,2011,44.0,18,1,3.0,14.67
JJ van der Wath,Powerplay,2011,41.0,30,0,5.0,8.2
JL Pattinson,Death,2021,60.0,39,4,6.5,9.23
JL Pattinson,Middle,2021,111.0,72,3,12.0,9.25
JL Pattinson,Powerplay,2021,149.0,102,4,17.0,8.76
JM Kemp,Middle,2010,53.0,43,3,7.17,7.39
JO Holder,Death,2016,37.0,24,3,4.0,9.25
JO Holder,Death,2021,162.0,113,19,18.83,8.6
JO Holder,Death,2022,157.0,90,8,15.0,10.47
JO Holder,Death,2023,135.0,75,1,12.5,10.8
JO Holder,Death,2026,41.0,32,4,5.33,7.69
JO Holder,Middle,2013,52.0,42,0,7.0,7.43
JO Holder,Middle,2014,18.0,12,0,2.0,9.0
JO Holder,Middle,2016,48.0,42,0,7.0,6.86
JO Holder,Middle,2021,123.0,102,6,17.0,7.24
JO Holder,Middle,2022,117.0,81,7,13.5,8.67
JO Holder,Middle,2023,104.0,66,3,11.0,9.45
JO Holder,Middle,2026,229.0,186,13,31.0,7.39
JO Holder,Powerplay,2013,116.0,78,4,13.0,8.92
JO Holder,Powerplay,2014,17.0,6,1,1.0,17.0
JO Holder,Powerplay,2016,18.0,12,0,2.0,9.0
JO Holder,Powerplay,2021,195.0,144,6,24.0,8.12
JO Holder,Powerplay,2022,117.0,78,1,13.0,9.0
JO Holder,Powerplay,2023,45.0,30,0,5.0,9.0
JO Holder,Powerplay,2026,20.0,12,0,2.0,10.0
JP Behrendorff,Death,2019,17.0,6,0,1.0,17.0
JP Behrendorff,Death,2023,109.0,54,8,9.0,12.11
JP Behrendorff,Middle,2019,27.0,30,2,5.0,5.4
JP Behrendorff,Middle,2023,71.0,36,1,6.0,11.83
JP Behrendorff,Powerplay,2019,121.0,78,3,13.0,9.31
JP Behrendorff,Powerplay,2023,207.0,162,8,27.0,7.67
JP Duminy,Death,2009,20.0,15,0,2.5,8.0
JP Duminy,Death,2011,11.0,6,0,1.0,11.0
JP Duminy,Death,2014,25.0,12,0,2.0,12.5
JP Duminy,Death,2015,24.0,18,3,3.0,8.0
JP Duminy,Middle,2009,72.0,84,4,14.0,5.14
JP Duminy,Middle,2010,31.0,30,1,5.0,6.2
JP Duminy,Middle,2011,82.0,54,2,9.0,9.11
JP Duminy,Middle,2012,70.0,48,1,8.0,8.75
JP Duminy,Middle,2014,173.0,144,3,24.0,7.21
JP Duminy,Middle,2015,57.0,54,4,9.0,6.33
JP Duminy,Middle,2016,55.0,42,2,7.0,7.86
JP Duminy,Middle,2018,8.0,6,0,1.0,8.0
JP Duminy,Powerplay,2009,1.0,6,0,1.0,1.0
JP Duminy,Powerplay,2011,50.0,48,2,8.0,6.25
JP Duminy,Powerplay,2012,33.0,24,0,4.0,8.25
JP Duminy,Powerplay,2014,42.0,42,0,7.0,6.0
JP Duminy,Powerplay,2015,45.0,30,1,5.0,9.0
JP Duminy,Powerplay,2018,28.0,12,0,2.0,14.0
JP Faulkner,Death,2012,39.0,24,3,4.0,9.75
JP Faulkner,Death,2013,204.0,151,21,25.17,8.1
JP Faulkner,Death,2014,182.0,104,9,17.33,10.5
JP Faulkner,Death,2015,212.0,102,5,17.0,12.47
JP Faulkner,Death,2016,55.0,30,1,5.0,11.0
JP Faulkner,Death,2017,86.0,56,3,9.33,9.22
JP Faulkner,Middle,2012,9.0,6,0,1.0,9.0
JP Faulkner,Middle,2013,80.0,78,5,13.0,6.15
JP Faulkner,Middle,2014,96.0,58,1,9.67,9.93
JP Faulkner,Middle,2015,152.0,126,3,21.0,7.24
JP Faulkner,Middle,2016,98.0,66,1,11.0,8.91
JP Faulkner,Middle,2017,104.0,66,5,11.0,9.45
JP Faulkner,Powerplay,2011,9.0,12,1,2.0,4.5
JP Faulkner,Powerplay,2012,24.0,18,0,3.0,8.0
JP Faulkner,Powerplay,2013,143.0,150,7,25.0,5.72
JP Faulkner,Powerplay,2014,151.0,102,7,17.0,8.88
JP Faulkner,Powerplay,2015,62.0,42,1,7.0,8.86
JP Faulkner,Powerplay,2016,14.0,6,0,1.0,14.0
JP Faulkner,Powerplay,2017,79.0,41,3,6.83,11.57
JPR Scantlebury-Searles,Death,2018,20.0,6,1,1.0,20.0
JPR Scantlebury-Searles,Middle,2018,56.0,30,1,5.0,11.2
JPR Scantlebury-Searles,Powerplay,2018,13.0,6,0,1.0,13.0
JR Hazlewood,Death,2021,82.0,54,4,9.0,9.11
JR Hazlewood,Death,2022,183.0,105,11,17.5,10.46
JR Hazlewood,Death,2023,8.0,6,1,1.0,8.0
JR Hazlewood,Death,2025,148.0,83,7,13.83,10.7
JR Hazlewood,Death,2026,135.0,81,5,13.5,10.0
JR Hazlewood,Middle,2021,60.0,48,3,8.0,7.5
JR Hazlewood,Middle,2022,23.0,24,3,4.0,5.75
JR Hazlewood,Middle,2023,17.0,12,0,2.0,8.5
JR Hazlewood,Middle,2025,78.0,49,5,8.17,9.55
JR Hazlewood,Middle,2026,99.0,72,3,12.0,8.25
JR Hazlewood,Powerplay,2021,215.0,168,5,28.0,7.68
JR Hazlewood,Powerplay,2022,171.0,150,7,25.0,6.84
JR Hazlewood,Powerplay,2023,51.0,36,2,6.0,8.5
JR Hazlewood,Powerplay,2025,160.0,132,10,22.0,7.27
JR Hazlewood,Powerplay,2026,260.0,156,7,26.0,10.0
JR Hopes,Death,2008,136.0,60,3,10.0,13.6
JR Hopes,Death,2011,76.0,48,3,8.0,9.5
JR Hopes,Middle,2008,115.0,90,3,15.0,7.67
JR Hopes,Middle,2011,196.0,144,4,24.0,8.17
JR Hopes,Powerplay,2008,25.0,18,1,3.0,8.33
JW Hastings,Death,2016,9.0,10,1,1.67,5.39
JW Hastings,Middle,2014,3.0,6,1,1.0,3.0
JW Hastings,Middle,2016,4.0,6,0,1.0,4.0
JW Hastings,Powerplay,2014,26.0,12,0,2.0,13.0
JW Hastings,Powerplay,2016,24.0,24,1,4.0,6.0
Jalaj S Saxena,Middle,2021,17.0,12,0,2.0,8.5
Jalaj S Saxena,Powerplay,2021,10.0,6,0,1.0,10.0
Jaskaran Singh,Death,2009,16.0,6,0,1.0,16.0
Jaskaran Singh,Death,2010,58.0,24,3,4.0,14.5
Jaskaran Singh,Middle,2009,16.0,12,0,2.0,8.0
Jaskaran Singh,Middle,2010,30.0,18,1,3.0,10.0
Jaskaran Singh,Powerplay,2010,51.0,42,2,7.0,7.29
Joginder Sharma,Death,2008,68.0,34,2,5.67,11.99
Joginder Sharma,Death,2010,20.0,12,1,2.0,10.0
Joginder Sharma,Death,2011,17.0,6,0,1.0,17.0
Joginder Sharma,Middle,2008,171.0,114,7,19.0,9.0
Joginder Sharma,Middle,2009,57.0,42,2,7.0,8.14
Joginder Sharma,Middle,2010,30.0,18,1,3.0,10.0
Joginder Sharma,Middle,2011,8.0,6,0,1.0,8.0
Joginder Sharma,Powerplay,2010,39.0,18,0,3.0,13.0
Joginder Sharma,Powerplay,2011,9.0,6,0,1.0,9.0
K Goel,Middle,2008,25.0,12,0,2.0,12.5
K Goel,Middle,2009,61.0,48,0,8.0,7.62
K Goel,Middle,2010,7.0,6,0,1.0,7.0
K Gowtham,Death,2018,6.0,6,0,1.0,6.0
K Gowtham,Death,2021,25.0,6,0,1.0,25.0
K Gowtham,Death,2022,15.0,6,0,1.0,15.0
K Gowtham,Death,2023,4.0,6,0,1.0,4.0
K Gowtham,Middle,2018,126.0,84,3,14.0,9.0
K Gowtham,Middle,2019,79.0,66,1,11.0,7.18
K Gowtham,Middle,2021,47.0,36,1,6.0,7.83
K Gowtham,Middle,2022,62.0,54,5,9.0,6.89
K Gowtham,Middle,2023,58.0,54,1,9.0,6.44
K Gowtham,Powerplay,2018,180.0,150,9,25.0,7.2
K Gowtham,Powerplay,2019,87.0,54,0,9.0,9.67
K Gowtham,Powerplay,2021,12.0,6,0,1.0,12.0
K Gowtham,Powerplay,2022,22.0,12,0,2.0,11.0
K Gowtham,Powerplay,2023,56.0,36,2,6.0,9.33
K Gowtham,Powerplay,2024,29.0,12,0,2.0,14.5
K Kartikeya,Death,2023,49.0,24,0,4.0,12.25
K Kartikeya,Middle,2022,86.0,72,4,12.0,7.17
K Kartikeya,Middle,2023,178.0,132,5,22.0,8.09
K Kartikeya,Middle,2025,78.0,48,2,8.0,9.75
K Kartikeya,Powerplay,2022,16.0,6,1,1.0,16.0
K Khejroliya,Death,2018,25.0,11,0,1.83,13.66
K Khejroliya,Death,2019,5.0,6,1,1.0,5.0
K Khejroliya,Death,2023,37.0,14,2,2.33,15.88
K Khejroliya,Middle,2018,64.0,42,2,7.0,9.14
K Khejroliya,Middle,2019,24.0,18,0,3.0,8.0
K Khejroliya,Middle,2025,29.0,18,1,3.0,9.67
K Khejroliya,Middle,2026,31.0,12,0,2.0,15.5
K Khejroliya,Powerplay,2018,18.0,12,0,2.0,9.0
K Khejroliya,Powerplay,2019,17.0,6,0,1.0,17.0
K Khejroliya,Powerplay,2023,27.0,12,0,2.0,13.5
K Rabada,Death,2017,81.0,44,3,7.33,11.05
K Rabada,Death,2019,201.0,138,21,23.0,8.74
K Rabada,Death,2021,396.0,244,26,40.67,9.74
K Rabada,Death,2022,119.0,78,10,13.0,9.15
K Rabada,Death,2023,76.0,36,1,6.0,12.67
K Rabada,Death,2024,90.0,48,4,8.0,11.25
K Rabada,Death,2025,44.0,24,1,4.0,11.0
K Rabada,Death,2026,112.0,72,6,12.0,9.33
K Rabada,Middle,2017,8.0,12,1,2.0,4.0
K Rabada,Middle,2019,33.0,42,3,7.0,4.71
K Rabada,Middle,2021,308.0,246,14,41.0,7.51
K Rabada,Middle,2022,64.0,48,3,8.0,8.0
K Rabada,Middle,2023,44.0,30,2,5.0,8.8
K Rabada,Middle,2024,112.0,84,3,14.0,8.0
K Rabada,Middle,2025,33.0,18,0,3.0,11.0
K Rabada,Middle,2026,68.0,46,3,7.67,8.87
